,sentence_id,word_id,word,TRT,relFix
0,0,0,henry,51.0,0.017501715854495538
1,0,1,ford,233.0,0.07995881949210706
2,0,2,",",0.0,0.0
3,0,2,with,66.0,0.022649279341111873
4,0,3,his,0.0,0.0
5,0,4,son,55.0,0.01887439945092656
6,0,5,edsel,147.0,0.050446122168840084
7,0,6,",",0.0,0.0
8,0,6,founded,194.0,0.06657515442690459
9,0,7,the,0.0,0.0
10,0,8,ford,189.0,0.06485929993136583
11,0,9,foundation,69.0,0.02367879203843514
12,0,10,in,51.0,0.017501715854495538
13,0,11,1936,749.0,0.257035003431709
14,0,12,as,0.0,0.0
15,0,13,a,0.0,0.0
16,0,14,local,282.0,0.0967741935483871
17,0,15,philanthropic,161.0,0.055250514756348665
18,0,16,organization,105.0,0.03603294440631435
19,0,17,with,0.0,0.0
20,0,18,a,0.0,0.0
21,0,19,broad,109.0,0.03740562800274537
22,0,20,charter,152.0,0.05216197666437886
23,0,21,to,0.0,0.0
24,0,22,promote,120.0,0.04118050789293068
25,0,23,human,123.0,0.042210020590253944
26,0,24,welfare,58.0,0.01990391214824983
27,0,25,.,0.0,0.0
28,1,0,after,0.0,0.0
29,1,1,this,183.0,0.05438335809806835
30,1,2,initial,189.0,0.056166419019316495
31,1,3,success,177.0,0.05260029717682021
32,1,4,",",0.0,0.0
33,1,4,ford,162.0,0.048142644873699854
34,1,5,left,178.0,0.05289747399702823
35,1,6,edison,151.0,0.04487369985141159
36,1,7,illuminating,423.0,0.12570579494799405
37,1,8,and,108.0,0.032095096582466565
38,1,9,",",0.0,0.0
39,1,9,with,221.0,0.06567607726597326
40,1,10,other,220.0,0.06537890044576523
41,1,11,investors,65.0,0.019316493313521546
42,1,12,",",0.0,0.0
43,1,12,formed,168.0,0.049925705794948
44,1,13,the,0.0,0.0
45,1,14,detroit,158.0,0.046953937592867756
46,1,15,automobile,474.0,0.14086181277860327
47,1,16,company,488.0,0.14502228826151561
48,1,17,.,0.0,0.0
49,2,0,with,82.0,0.03609154929577465
50,2,1,his,155.0,0.0682218309859155
51,2,2,interest,256.0,0.11267605633802817
52,2,3,in,0.0,0.0
53,2,4,race,107.0,0.04709507042253521
54,2,5,cars,81.0,0.035651408450704226
55,2,6,",",0.0,0.0
56,2,6,he,0.0,0.0
57,2,7,formed,72.0,0.03169014084507042
58,2,8,a,0.0,0.0
59,2,9,second,67.0,0.02948943661971831
60,2,10,company,137.0,0.06029929577464789
61,2,11,",",0.0,0.0
62,2,11,the,0.0,0.0
63,2,12,henry,115.0,0.050616197183098594
64,2,13,ford,277.0,0.12191901408450705
65,2,14,company,923.0,0.40625
66,2,15,.,0.0,0.0
67,3,0,during,73.0,0.01768839350617882
68,3,1,this,135.0,0.03271141264841289
69,3,2,period,166.0,0.04022292221952992
70,3,3,",",0.0,0.0
71,3,3,he,0.0,0.0
72,3,4,personally,130.0,0.03149987884661982
