,sentence_id,word_id,word,TRT,relFix
0,0,0,henry,193.0,0.03933958418263351
1,0,1,ford,229.0,0.046677537708927845
2,0,2,",",0.0,0.0
3,0,2,with,0.0,0.0
4,0,3,his,336.0,0.06848756624541377
5,0,4,son,68.0,0.013860578883000407
6,0,5,edsel,459.0,0.09355890746025275
7,0,6,",",0.0,0.0
8,0,6,founded,449.0,0.0915205870362821
9,0,7,the,55.0,0.011210762331838564
10,0,8,ford,0.0,0.0
11,0,9,foundation,278.0,0.05666530778638402
12,0,10,in,695.0,0.14166326946596006
13,0,11,1936,373.0,0.07602935181410518
14,0,12,as,53.0,0.010803098247044436
15,0,13,a,237.0,0.04830819404810436
16,0,14,local,203.0,0.041377904606604156
17,0,15,philanthropic,392.0,0.07990216061964941
18,0,16,organization,214.0,0.04362005707297187
19,0,17,with,0.0,0.0
20,0,18,a,0.0,0.0
21,0,19,broad,114.0,0.02323685283326539
22,0,20,charter,155.0,0.03159396657154505
23,0,21,to,0.0,0.0
24,0,22,promote,235.0,0.047900529963310234
25,0,23,human,168.0,0.034243783122706886
26,0,24,welfare,0.0,0.0
27,0,25,.,0.0,0.0
28,1,0,after,386.0,0.17132711939636042
29,1,1,this,0.0,0.0
30,1,2,initial,0.0,0.0
31,1,3,success,172.0,0.07634265423879272
32,1,4,",",0.0,0.0
33,1,4,ford,0.0,0.0
34,1,5,left,293.0,0.13004882379050156
35,1,6,edison,220.0,0.09764758100310697
36,1,7,illuminating,264.0,0.11717709720372836
37,1,8,and,152.0,0.06746560142032845
38,1,9,",",0.0,0.0
39,1,9,with,141.0,0.06258322237017311
40,1,10,other,163.0,0.0723479804704838
41,1,11,investors,0.0,0.0
42,1,12,",",0.0,0.0
43,1,12,formed,79.0,0.03506435863293387
44,1,13,the,63.0,0.02796271637816245
45,1,14,detroit,0.0,0.0
46,1,15,automobile,320.0,0.14203284509542832
47,1,16,company,0.0,0.0
48,1,17,.,0.0,0.0
49,2,0,with,0.0,0.0
50,2,1,his,235.0,0.1884522854851644
51,2,2,interest,88.0,0.07056936647955092
52,2,3,in,0.0,0.0
53,2,4,race,77.0,0.061748195669607056
54,2,5,cars,0.0,0.0
55,2,6,",",0.0,0.0
56,2,6,he,0.0,0.0
57,2,7,formed,78.0,0.06255012028869286
58,2,8,a,0.0,0.0
59,2,9,second,56.0,0.04490777866880513
60,2,10,company,125.0,0.10024057738572574
61,2,11,",",0.0,0.0
62,2,11,the,0.0,0.0
63,2,12,henry,477.0,0.3825180433039294
64,2,13,ford,111.0,0.08901363271852446
65,2,14,company,0.0,0.0
66,2,15,.,0.0,0.0
67,3,0,during,0.0,0.0
68,3,1,this,317.0,0.04331784640612189
69,3,2,period,118.0,0.016124624214266192
70,3,3,",",0.0,0.0
71,3,3,he,60.0,0.008198961464881116
72,3,4,personally,333.0,0.045504236130090185
73,3,5,drove,191.0,0.026100027329871548
74,3,6,his,138.0,0.018857611369226566
75,3,7,quadricycle,463.0,0.0632686526373326
76,3,8,to,162.0,0.02213719595517901
77,3,9,victory,208.0,0.028423066411587865
78,3,10,in,110.0,0.015031429352282044
79,3,11,a,0.0,0.0
80,3,12,race,74.0,0.010112052473353375
81,3,13,against,360.0,0.04919376878928669
82,3,14,alexander,628.0,0.08581579666575567
83,3,15,winton,525.0,0.07174091281770975
84,3,16,",",0.0,0.0
85,3,16,a,0.0,0.0
86,3,17,well-known,244.0,0.033342443290516534
87,3,18,driver,120.0,0.01639792292976223
88,3,19,and,206.0,0.02814976769609183
89,3,20,the,0.0,0.0
90,3,21,heavy,149.0,0.02036075430445477
91,3,22,favorite,428.0,0.05848592511615196
92,3,23,on,310.0,0.04236130090188576
93,3,24,october,1283.0,0.17532112599070784
94,3,25,10,591.0,0.08075977042907899
95,3,26,",",0.0,0.0
96,3,26,1901,300.0,0.04099480732440557
97,3,27,.,0.0,0.0
98,4,0,ford,201.0,0.06850715746421268
99,4,1,was,182.0,0.06203135650988412
100,4,2,forced,330.0,0.11247443762781185
101,4,3,out,62.0,0.021131561008861623
102,4,4,of,0.0,0.0
103,4,5,the,91.0,0.03101567825494206
104,4,6,company,199.0,0.0678254942058623
105,4,7,by,0.0,0.0
106,4,8,the,129.0,0.04396728016359918
107,4,9,investors,86.0,0.02931152010906612
108,4,10,",",0.0,0.0
109,4,10,including,159.0,0.0541922290388548
110,4,11,henry,321.0,0.10940695296523517
111,4,12,m,151.0,0.0514655760054533
112,4,13,.,0.0,0.0
113,4,13,leland,195.0,0.06646216768916155
114,4,14,in,0.0,0.0
115,4,15,1902,269.0,0.09168370824812543
116,4,16,",",0.0,0.0
117,4,16,and,70.0,0.023858214042263123
118,4,17,the,0.0,0.0
119,4,18,company,62.0,0.021131561008861623
120,4,19,was,0.0,0.0
121,4,20,reorganized,184.0,0.0627130197682345
122,4,21,as,99.0,0.03374233128834356
123,4,22,cadillac,144.0,0.049079754601226995
124,4,23,.,0.0,0.0
125,5,0,in,0.0,0.0
126,5,1,1891,518.0,0.1383177570093458
127,5,2,",",0.0,0.0
128,5,2,ford,167.0,0.04459279038718291
129,5,3,became,156.0,0.04165554072096128
130,5,4,an,72.0,0.01922563417890521
131,5,5,engineer,198.0,0.05287049399198932
132,5,6,with,57.0,0.015220293724966623
133,5,7,the,66.0,0.017623497997329773
134,5,8,edison,52.0,0.013885180240320427
135,5,9,illuminating,101.0,0.026969292389853138
136,5,10,company,77.0,0.020560747663551402
137,5,11,",",0.0,0.0
138,5,11,and,0.0,0.0
139,5,12,after,66.0,0.017623497997329773
140,5,13,his,0.0,0.0
141,5,14,promotion,73.0,0.019492656875834447
142,5,15,to,0.0,0.0
143,5,16,chief,55.0,0.014686248331108143
