,sentence_id,word_id,word,TRT,relFix
0,0,0,henry,115.0,0.034359127576934566
1,0,1,ford,72.0,0.02151180161338512
2,0,2,",",0.0,0.0
3,0,2,with,115.0,0.034359127576934566
4,0,3,his,80.0,0.023902001792650136
5,0,4,son,79.0,0.023603226770242007
6,0,5,edsel,0.0,0.0
7,0,6,",",0.0,0.0
8,0,6,founded,160.0,0.04780400358530027
9,0,7,the,0.0,0.0
10,0,8,ford,152.0,0.04541380340603526
11,0,9,foundation,105.0,0.0313713773528533
12,0,10,in,0.0,0.0
13,0,11,1936,633.0,0.1891245891843442
14,0,12,as,198.0,0.05915745443680908
15,0,13,a,97.0,0.028981177173588286
16,0,14,local,0.0,0.0
17,0,15,philanthropic,229.0,0.06841948013146101
18,0,16,organization,152.0,0.04541380340603526
19,0,17,with,77.0,0.023005676725425753
20,0,18,a,0.0,0.0
21,0,19,broad,144.0,0.04302360322677024
22,0,20,charter,331.0,0.09889453241708993
23,0,21,to,0.0,0.0
24,0,22,promote,264.0,0.07887660591574544
25,0,23,human,123.0,0.03674932775619958
26,0,24,welfare,221.0,0.066029279952196
27,0,25,.,0.0,0.0
28,1,0,after,233.0,0.08084663428174879
29,1,1,this,0.0,0.0
30,1,2,initial,91.0,0.03157529493407356
31,1,3,success,197.0,0.06835530881332408
32,1,4,",",0.0,0.0
33,1,4,ford,125.0,0.04337265787647467
34,1,5,left,193.0,0.0669673837612769
35,1,6,edison,294.0,0.10201249132546843
36,1,7,illuminating,456.0,0.1582234559333796
37,1,8,and,205.0,0.07113115891741846
38,1,9,",",0.0,0.0
39,1,9,with,139.0,0.04823039555863983
40,1,10,other,111.0,0.03851492019430951
41,1,11,investors,179.0,0.06210964607911173
42,1,12,",",0.0,0.0
43,1,12,formed,235.0,0.08154059680777238
44,1,13,the,0.0,0.0
45,1,14,detroit,103.0,0.03573907009021513
46,1,15,automobile,186.0,0.06453851492019431
47,1,16,company,135.0,0.04684247050659265
48,1,17,.,0.0,0.0
49,2,0,with,327.0,0.16658176260825266
50,2,1,his,99.0,0.05043301069791136
51,2,2,interest,139.0,0.07080998471726949
52,2,3,in,0.0,0.0
53,2,4,race,246.0,0.12531839021905247
54,2,5,cars,86.0,0.04381049414161997
55,2,6,",",0.0,0.0
56,2,6,he,0.0,0.0
57,2,7,formed,102.0,0.05196128374936322
58,2,8,a,0.0,0.0
59,2,9,second,117.0,0.059602649006622516
60,2,10,company,140.0,0.07131940906775344
61,2,11,",",0.0,0.0
62,2,11,the,0.0,0.0
63,2,12,henry,338.0,0.17218543046357615
64,2,13,ford,231.0,0.11767702496179318
65,2,14,company,138.0,0.07030056036678553
66,2,15,.,0.0,0.0
67,3,0,during,181.0,0.056954059156702326
68,3,1,this,160.0,0.05034612964128383
69,3,2,period,0.0,0.0
70,3,3,",",0.0,0.0
71,3,3,he,152.0,0.04782882315921964
72,3,4,personally,89.0,0.02800503461296413
73,3,5,drove,94.0,0.02957835116425425
74,3,6,his,0.0,0.0
75,3,7,quadricycle,214.0,0.06733794839521712
76,3,8,to,0.0,0.0
77,3,9,victory,347.0,0.1091881686595343
78,3,10,in,0.0,0.0
79,3,11,a,222.0,0.06985525487728131
80,3,12,race,0.0,0.0
81,3,13,against,153.0,0.04814348646947766
82,3,14,alexander,129.0,0.040591567023285084
83,3,15,winton,0.0,0.0
84,3,16,",",0.0,0.0
85,3,16,a,100.0,0.03146633102580239
86,3,17,well-known,246.0,0.07740717432347388
87,3,18,driver,119.0,0.037444933920704845
88,3,19,and,0.0,0.0
89,3,20,the,127.0,0.039962240402769036
90,3,21,heavy,0.0,0.0
91,3,22,favorite,214.0,0.06733794839521712
92,3,23,on,0.0,0.0
93,3,24,october,117.0,0.0368156073001888
94,3,25,10,113.0,0.0355569540591567
95,3,26,",",0.0,0.0
96,3,26,1901,401.0,0.1261799874134676
97,3,27,.,0.0,0.0
98,4,0,ford,98.0,0.02873057754324245
99,4,1,was,690.0,0.2022867194371152
100,4,2,forced,102.0,0.02990325417766051
101,4,3,out,209.0,0.061272354148343595
102,4,4,of,0.0,0.0
103,4,5,the,69.0,0.020228671943711522
104,4,6,company,109.0,0.031955438287892116
105,4,7,by,0.0,0.0
106,4,8,the,150.0,0.04397537379067722
107,4,9,investors,98.0,0.02873057754324245
108,4,10,",",0.0,0.0
109,4,10,including,183.0,0.05364995602462621
110,4,11,henry,121.0,0.035473468191146294
111,4,12,m,62.0,0.01817648783347992
112,4,13,.,0.0,0.0
113,4,13,leland,174.0,0.051011433597185574
114,4,14,in,0.0,0.0
115,4,15,1902,200.0,0.05863383172090296
116,4,16,",",0.0,0.0
117,4,16,and,105.0,0.030782761653474055
118,4,17,the,0.0,0.0
119,4,18,company,86.0,0.025212547639988273
120,4,19,was,90.0,0.026385224274406333
121,4,20,reorganized,363.0,0.10642040457343888
122,4,21,as,263.0,0.07710348871298739
123,4,22,cadillac,239.0,0.07006742890647903
124,4,23,.,0.0,0.0
125,5,0,in,0.0,0.0
126,5,1,1891,135.0,0.027141133896260553
127,5,2,",",0.0,0.0
128,5,2,ford,113.0,0.022718134298351428
129,5,3,became,196.0,0.039404905508644957
130,5,4,an,56.0,0.011258544431041415
131,5,5,engineer,161.0,0.03236831523924407
132,5,6,with,208.0,0.04181745074386811
133,5,7,the,0.0,0.0
134,5,8,edison,148.0,0.029754724567752314
135,5,9,illuminating,196.0,0.039404905508644957
136,5,10,company,93.0,0.018697225572979495
137,5,11,",",0.0,0.0
138,5,11,and,112.0,0.02251708886208283
139,5,12,after,179.0,0.03598713309207881
140,5,13,his,80.0,0.016083634901487735
141,5,14,promotion,57.0,0.011459589867310011
142,5,15,to,0.0,0.0
143,5,16,chief,197.0,0.03960595094491355
144,5,17,engineer,290.0,0.058303176517893046
145,5,18,in,0.0,0.0
146,5,19,1893,244.0,0.04905508644953759
147,5,20,",",0.0,0.0
148,5,20,he,299.0,0.06011258544431041
149,5,21,had,164.0,0.03297145154804986
150,5,22,enough,97.0,0.01950140731805388
151,5,23,time,77.0,0.015480498592681946
152,5,24,and,0.0,0.0
153,5,25,money,153.0,0.030759951749095297
154,5,26,to,0.0,0.0
155,5,27,devote,109.0,0.02191395255327704
156,5,28,attention,228.0,0.045838359469240045
157,5,29,to,158.0,0.03176517893043828
158,5,30,his,177.0,0.03558504221954162
159,5,31,personal,0.0,0.0
160,5,32,experiments,157.0,0.031564133494169686
161,5,33,on,180.0,0.03618817852834741
162,5,34,internal,192.0,0.038600723763570564
163,5,35,combustion,435.0,0.08745476477683957
164,5,36,engines,83.0,0.016686771210293525
165,5,37,.,0.0,0.0
166,6,0,these,158.0,0.036557149467838966
167,6,1,experiments,144.0,0.033317908375751965
168,6,2,culminated,331.0,0.07658491439148542
169,6,3,in,62.0,0.014345210550670985
170,6,4,1896,517.0,0.11962054604349838
171,6,5,with,116.0,0.026839426191577972
172,6,6,the,0.0,0.0
173,6,7,completion,322.0,0.07450254511800093
174,6,8,of,127.0,0.02938454419250347
175,6,9,his,160.0,0.03701989819527996
176,6,10,own,54.0,0.012494215640906987
177,6,11,self-propelled,518.0,0.11985192040721888
178,6,12,vehicle,164.0,0.03794539565016196
179,6,13,named,212.0,0.04905136510874595
180,6,14,the,0.0,0.0
181,6,15,quadricycle,476.0,0.11013419713095789
182,6,16,",",0.0,0.0
183,6,16,which,144.0,0.033317908375751965
184,6,17,he,192.0,0.044423877834335955
185,6,18,test-drove,131.0,0.03031004164738547
186,6,19,on,0.0,0.0
187,6,20,june,96.0,0.022211938917167977
188,6,21,4,0.0,0.0
189,6,22,of,158.0,0.036557149467838966
190,6,23,that,240.0,0.055529847292919945
191,6,24,year,0.0,0.0
192,6,25,.,0.0,0.0
193,7,0,ford,209.0,0.038890956457015256
194,7,1,was,98.0,0.018235950874581318
195,7,2,born,60.0,0.011164867882396725
196,7,3,on,0.0,0.0
197,7,4,a,326.0,0.06066244882768887
198,7,5,prosperous,132.0,0.024562709341272793
199,7,6,farm,153.0,0.028470413100111648
200,7,7,in,101.0,0.018794194268701155
201,7,8,springwells,207.0,0.0385187941942687
202,7,9,township,463.0,0.08615556382582806
203,7,10,(now,141.0,0.026237439523632302
204,7,11,in,0.0,0.0
205,7,12,the,86.0,0.016002977298101972
206,7,13,city,80.0,0.0148864905098623
207,7,14,of,0.0,0.0
208,7,15,dearborn,469.0,0.08727205061406773
209,7,16,",",0.0,0.0
210,7,16,michigan,111.0,0.020655005582433942
211,7,17,),0.0,0.0
