['[CLS]', '▁presents', '▁a', '▁good', '▁case', '▁while', '▁failing', '▁to', '▁provide', '▁a', '▁reason', '▁for', '▁us', '▁to', '▁care', '▁beyond', '▁the', '▁very', '▁basic', '▁', 'dict', 'um', 's', '▁of', '▁human', '▁dec', 'ency', '[SEP]']	[7.188547897385433e-06, 8.622884706710465e-06, 6.7224041231384035e-06, 6.859340373921441e-06, 9.059727744897828e-06, 7.97146640252322e-06, 6.157428288133815e-06, 5.533021976589225e-06, 6.8801418819930404e-06, 6.0376710280252155e-06, 6.8062595346418675e-06, 6.4776354520290624e-06, 7.244430889841169e-06, 6.502312317024916e-06, 7.13251756678801e-06, 1.0006137927121017e-05, 6.318807209027e-06, 7.271148206200451e-06, 7.3130404416588135e-06, 5.616628641291754e-06, 9.112716725212522e-06, 6.436814146582037e-06, 7.86728833190864e-06, 7.115736480045598e-06, 8.295774932776112e-06, 7.371135779976612e-06, 8.25518600322539e-06, 0.9998035430908203]
['[CLS]', '▁beautifully', '▁crafted', '▁engaging', '▁filmmaking', '▁that', '▁should', '▁attract', '▁up', 'scale', '▁audiences', '▁hungry', '▁for', '▁quality', '▁and', '▁a', '▁no', 'stal', 'gic', '▁twist', 'y', '▁yarn', '▁that', '▁will', '▁keep', '▁them', '▁guessing', '[SEP]']	[2.7133810363011435e-06, 2.587087692518253e-06, 2.215118684034678e-06, 2.5442739115533186e-06, 3.2153895972442115e-06, 2.193098453062703e-06, 2.242944674435421e-06, 2.294370460731443e-06, 2.266436013087514e-06, 2.269970536872279e-06, 2.554115326347528e-06, 2.870584467018489e-06, 2.3637612684979104e-06, 2.1173084405745612e-06, 2.3112233975552954e-06, 2.275106680826866e-06, 2.1291093617037404e-06, 2.656880496942904e-06, 2.62995422417589e-06, 2.833282451319974e-06, 2.657878894751775e-06, 2.7142248200107133e-06, 2.2823696781415492e-06, 2.2581057237403e-06, 2.784362777674687e-06, 2.2187996364664286e-06, 2.345131406400469e-06, 0.9999331831932068]
['[CLS]', '▁bread', '▁my', '▁sweet', '▁has', '▁so', '▁many', '▁f', 'law', 's', '▁it', '▁would', '▁be', '▁easy', '▁for', '▁critics', '▁to', '▁shred', '▁it', '[SEP]']	[0.00021753739565610886, 0.0002589175710454583, 0.00025709063629619777, 0.00026321300538256764, 0.00025903736241161823, 0.00021370024478528649, 0.00024270550056826323, 0.00018883075972553343, 0.00026482416433282197, 0.0001964521943591535, 0.00021756248315796256, 0.00022366520715877414, 0.0002206712233601138, 0.0002493374631740153, 0.00020152004435658455, 0.00022477736638393253, 0.00021279828797560185, 0.0002615499834064394, 0.0002766955876722932, 0.9955485463142395]
['[CLS]', '▁slow', '▁silly', '▁and', '▁un', 'in', 'ten', 'tion', 'ally', '▁hil', 'ario', 'us', '[SEP]']	[0.005090511869639158, 0.007123694755136967, 0.0066775912418961525, 0.006524771451950073, 0.005965580698102713, 0.004982098005712032, 0.005385132040828466, 0.0054231490939855576, 0.006293089594691992, 0.008126026950776577, 0.005956652108579874, 0.006654159631580114, 0.9257974624633789]
['[CLS]', '▁ultimately', '▁feels', '▁empty', '▁and', '▁un', 's', 'ati', 's', 'fy', 'ing', '▁like', '▁swallowing', '▁a', '▁communion', '▁wa', 'fer', '▁without', '▁the', '▁wine', '[SEP]']	[0.00029621305293403566, 0.0003096539294347167, 0.0004186374426353723, 0.0003332605119794607, 0.00028765478054992855, 0.00030672745197080076, 0.00025878770975396037, 0.0002716485469136387, 0.00030140846502035856, 0.000284243025816977, 0.0003116804582532495, 0.0003729904710780829, 0.00041708408389240503, 0.0003117184969596565, 0.000300345360301435, 0.000361586338840425, 0.00035142083652317524, 0.00034897300065495074, 0.0002781902439892292, 0.0003329466562718153, 0.9935445189476013]
['[CLS]', '▁ex', 'ude', 's', '▁the', '▁f', 'izz', '▁of', '▁a', '▁bus', 'by', '▁berkeley', '▁musical', '▁and', '▁the', '▁vis', 'cer', 'al', '▁excitement', '▁of', '▁a', '▁sports', '▁extra', 'vag', 'anza', '[SEP]']	[3.1347706226370065e-06, 3.1555507575831143e-06, 3.6483049825619673e-06, 3.8093351122370223e-06, 3.1555327950627543e-06, 2.926478373410646e-06, 4.0521626942791045e-06, 3.0286525998235447e-06, 2.897593958550715e-06, 3.542975036907592e-06, 3.96833775084815e-06, 3.8552893784071784e-06, 4.937065114063444e-06, 3.4386059724056395e-06, 2.857814706658246e-06, 2.98800591735926e-06, 2.87569196188997e-06, 3.1684119221608853e-06, 3.6284611724113347e-06, 2.938044417533092e-06, 2.874493475246709e-06, 3.0922335554350866e-06, 2.8124404707341455e-06, 3.81087556888815e-06, 3.6660890145867597e-06, 0.9999160766601562]
['[CLS]', '▁the', '▁film', '▁re', 'hash', 'es', '▁several', '▁old', '▁themes', '▁and', '▁is', '▁capped', '▁with', '▁point', 'less', '▁extreme', 's', '[SEP]']	[0.00029450273723341525, 0.00029930853634141386, 0.0003173988952767104, 0.00029760500183328986, 0.00033683626679703593, 0.00030501894070766866, 0.00036986888153478503, 0.00031472346745431423, 0.0003705310227815062, 0.00030824143323116004, 0.0002891435578931123, 0.0003380085981916636, 0.0003862773592118174, 0.00031211262103170156, 0.00035711663076654077, 0.000374345516320318, 0.00033774098847061396, 0.9943910241127014]
['[CLS]', '▁ryan', '▁go', 's', 'ling', '▁is', '▁in', '▁a', '▁word', '▁brilliant', '▁as', '▁the', '▁conflict', 'ed', '▁daniel', '[SEP]']	[0.0025976616889238358, 0.0035814654547721148, 0.0028722111601382494, 0.0028819667641073465, 0.002693657763302326, 0.0031743852887302637, 0.003055913606658578, 0.0030111640226095915, 0.002925736829638481, 0.0026423775125294924, 0.002799980342388153, 0.002943412633612752, 0.0031190672889351845, 0.0028504820074886084, 0.002910287817940116, 0.9559399485588074]
['[CLS]', '▁if', '▁deuce', 's', '▁wild', '▁had', '▁been', '▁tweak', 'ed', '▁up', '▁a', '▁not', 'ch', '▁it', '▁would', '▁have', '▁become', '▁a', '▁camp', '▁adventure', '▁one', '▁of', '▁those', '▁movies', '[SEP]']	[1.132778197643347e-05, 1.1806763723143376e-05, 1.3149483493180014e-05, 1.0603871487546712e-05, 1.2435393728083e-05, 9.118262823903933e-06, 9.203565241477918e-06, 1.1250952411501203e-05, 9.010811481857672e-06, 1.2152067029091995e-05, 1.0473369002284016e-05, 1.0899277185671963e-05, 1.2116482139390428e-05, 9.80235927272588e-06, 1.0041133464255836e-05, 9.763157322595362e-06, 1.1631766938080546e-05, 9.92552304523997e-06, 1.2304496522119734e-05, 1.344589236396132e-05, 1.4510344044538215e-05, 1.1794844795076642e-05, 1.3198104170442093e-05, 1.14198273877264e-05, 0.999728262424469]
['[CLS]', '▁fri', 'da', '▁is', '▁certainly', '▁no', '▁disaster', '▁but', '▁neither', '▁is', '▁it', '▁the', '▁kahl', 'o', '▁movie', '▁fri', 'da', '▁fans', '▁have', '▁been', '▁looking', '▁for', '[SEP]']	[0.00010304198076482862, 8.596343104727566e-05, 8.840247028274462e-05, 9.637332550482824e-05, 9.214240708388388e-05, 7.765705231577158e-05, 8.64099056343548e-05, 9.394586231792346e-05, 9.840147686190903e-05, 9.245973342331126e-05, 8.118598634609953e-05, 0.0001270027132704854, 0.0001188931055366993, 8.68756978888996e-05, 0.00010719463898567483, 8.812554005999118e-05, 8.212857210310176e-05, 0.00011112482025055215, 0.00010003900388255715, 9.301895624957979e-05, 9.588561078999192e-05, 0.00010516742622712627, 0.99788898229599]
