['[CLS]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[9.785205534740271e-09, 7.67084795683104e-09, 7.3356605234664585e-09, 6.962293408463438e-09, 7.593114581538885e-09, 8.941996476607983e-09, 7.725189377083552e-09, 7.940292867658627e-09, 7.576506533268912e-09, 7.540537971806316e-09, 7.836402637906303e-09, 7.702325000025212e-09, 7.994697348578939e-09, 8.622049740836246e-09, 7.97022980947304e-09, 9.483025031897796e-09, 7.533405899096124e-09, 7.092966658461819e-09, 7.798782952761485e-09, 2.3511111280072328e-08, 8.810688179039516e-09, 8.135540241482886e-09, 1.702268104253335e-08, 1.0]
['[CLS]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[5.907292788265295e-08, 4.5011169902409165e-08, 4.7265686475839175e-08, 5.099373723282952e-08, 5.538127112458824e-08, 5.0373213156262864e-08, 5.292021754144116e-08, 5.0900446524337895e-08, 5.035390415741858e-08, 4.923955643221234e-08, 5.1900801878446146e-08, 5.548794845822158e-08, 4.666791753038524e-08, 5.377399503458946e-08, 4.885161430934204e-08, 1.3711901303281593e-07, 1.0837305453037516e-07, 4.6237754958156074e-08, 5.074864262155643e-08, 5.451475715290144e-08, 5.253002655081218e-08, 4.978995704618683e-08, 5.695645555192641e-08, 0.999998152256012]
['[CLS]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[1.5755786080262624e-05, 1.2408856491674669e-05, 1.5343321138061583e-05, 1.339242317044409e-05, 1.4621053196606226e-05, 1.2047751624777447e-05, 1.2697346392087638e-05, 1.2464553947211243e-05, 1.2813040484616067e-05, 1.273175894311862e-05, 1.2345059076324105e-05, 1.2470653928176034e-05, 1.3340517398319207e-05, 1.255643383046845e-05, 1.2831762433052063e-05, 2.565738122939365e-05, 1.3922915059083607e-05, 0.9997625946998596]
['[CLS]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[0.003507652785629034, 0.0031940557528287172, 0.00343490787781775, 0.003936958499252796, 0.017186186742037535, 0.0035935407504439354, 0.9651466012001038]
['[CLS]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[1.5784782590344548e-05, 1.3916053831053432e-05, 1.4664595255453605e-05, 1.4202802958607208e-05, 1.4997644939285237e-05, 5.353629148885375e-05, 1.688955308054574e-05, 1.4411379197554197e-05, 1.4873115105729084e-05, 1.7643809769651853e-05, 3.242009552195668e-05, 1.5160417206061538e-05, 1.392976992065087e-05, 1.4388926501851529e-05, 0.999733030796051]
['[CLS]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[2.892170130053273e-07, 3.9600212176083005e-07, 1.9022166952709085e-07, 3.8257623202753166e-07, 2.2137933797239384e-07, 2.0575440373704623e-07, 3.9113929517498036e-07, 2.0439361492208263e-07, 2.201065569806815e-07, 2.4421430566690105e-07, 1.9509587900756742e-07, 5.675880174749182e-07, 1.8192081085999234e-07, 2.1313205422757164e-07, 2.167737136460346e-07, 1.877503876812625e-07, 7.498404528405445e-07, 0.999995231628418]
['[CLS]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[0.00013910447887610644, 0.00010110033326782286, 0.00011068049934692681, 0.00033338440698571503, 0.00012162310304120183, 0.00012182172940811142, 0.000117088457045611, 0.0001269081694772467, 9.988799865823239e-05, 9.900315490085632e-05, 0.00011494350474094972, 0.000116216171591077, 0.000125213191495277, 0.9982734322547913]
['[CLS]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[0.00019935051386710256, 0.00018271880981046706, 0.0003896974230883643, 0.00020717868756037205, 0.00020522794511634856, 0.00019014469580724835, 0.00018198008183389902, 0.0002018578234128654, 0.0002341276704100892, 0.00018868045299313962, 0.0003790591872530058, 0.00019268810865469277, 0.9972476363182068]
['[CLS]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[9.997027206054554e-08, 9.060357797352481e-08, 2.8778254801409275e-07, 9.495644093249211e-08, 9.029150760397897e-08, 9.169765036176614e-08, 3.9733939161124e-07, 1.0800214056416735e-07, 9.150684832093248e-08, 9.926043276209384e-08, 9.449716742437886e-08, 9.008369517005121e-08, 8.287004504836659e-08, 1.0612289003120168e-07, 9.8087546973602e-08, 8.953470143069353e-08, 8.717151445125637e-08, 9.73491012246086e-08, 9.33390822410729e-08, 9.171653658768264e-08, 9.171478154712531e-08, 0.999998152256012]
['[CLS]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[3.949646156797826e-07, 6.294526713190862e-07, 3.301711899439397e-07, 3.0300697062557447e-07, 3.1881816653367423e-07, 3.197316402747674e-07, 3.627598061939352e-07, 3.2280709660881257e-07, 3.057008086670976e-07, 3.011511466866068e-07, 3.171490732256643e-07, 9.795033406589937e-07, 3.341300782722101e-07, 6.728158155056008e-07, 2.885018943743489e-07, 3.0244225968090177e-07, 3.063376254885952e-07, 3.2843954045347346e-07, 3.28567352880782e-07, 0.999992311000824]
['[CLS]', 'the', 'film', 'often', 'achieves', 'a', 'mesmerizing', 'poetry', '[SEP]']	[0.0009219778003171086, 0.0008257438312284648, 0.0009425668977200985, 0.0009071612730622292, 0.0017810399294830859, 0.0009075835114344954, 0.003410610312130302, 0.0008867014548741281, 0.989416778087616]
['[CLS]', 'a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force', '[SEP]']	[0.002921533305197954, 0.002786425407975912, 0.0026125693693757057, 0.002520820125937462, 0.002678539836779237, 0.007680216338485479, 0.00325108808465302, 0.0026323997881263494, 0.972916305065155]
['[CLS]', 'for', 'the', 'most', 'part', 'the', 'ingredients', 'are', 'there', '[SEP]']	[0.004493937827646732, 0.004308559466153383, 0.003973368555307388, 0.004589800722897053, 0.004678282421082258, 0.00441166153177619, 0.005065443459898233, 0.0045577059499919415, 0.004351829178631306, 0.9595693349838257]
['[CLS]', 'but', 'if', '[SEP]']	[0.13366949558258057, 0.13645756244659424, 0.14325359463691711, 0.5866195559501648]
