,sentence_id,word_id,word,TRT,relFix
0,0,0,with,272.0,0.06686332350049164
1,0,1,his,221.0,0.05432645034414946
2,0,2,interest,523.0,0.12856440511307768
3,0,3,in,104.0,0.025565388397246803
4,0,4,race,455.0,0.11184857423795477
5,0,5,cars,139.0,0.03416912487708948
6,0,6,",",0.0,0.0
7,0,6,he,264.0,0.06489675516224189
8,0,7,formed,82.0,0.02015732546705998
9,0,8,a,136.0,0.03343166175024582
10,0,9,second,229.0,0.056293018682399214
11,0,10,company,159.0,0.03908554572271387
12,0,11,",",0.0,0.0
13,0,11,the,327.0,0.0803834808259587
14,0,12,henry,341.0,0.08382497541789577
15,0,13,ford,816.0,0.20058997050147492
16,0,14,company,0.0,0.0
17,0,15,.,0.0,0.0
18,1,0,during,492.0,0.052452025586353944
19,1,1,this,241.0,0.025692963752665245
20,1,2,period,136.0,0.014498933901918977
21,1,3,",",0.0,0.0
22,1,3,he,316.0,0.03368869936034115
23,1,4,personally,412.0,0.04392324093816631
24,1,5,drove,287.0,0.030597014925373135
25,1,6,his,195.0,0.020788912579957356
26,1,7,quadricycle,1273.0,0.1357142857142857
27,1,8,to,0.0,0.0
28,1,9,victory,457.0,0.04872068230277186
29,1,10,in,276.0,0.029424307036247335
30,1,11,a,0.0,0.0
31,1,12,race,155.0,0.01652452025586354
32,1,13,against,343.0,0.03656716417910448
33,1,14,alexander,531.0,0.056609808102345414
34,1,15,winton,461.0,0.049147121535181235
35,1,16,",",0.0,0.0
36,1,16,a,132.0,0.014072494669509595
37,1,17,well-known,243.0,0.025906183368869937
38,1,18,driver,157.0,0.01673773987206823
39,1,19,and,223.0,0.023773987206823027
40,1,20,the,280.0,0.029850746268656716
41,1,21,heavy,462.0,0.049253731343283584
42,1,22,favorite,282.0,0.030063965884861408
43,1,23,on,297.0,0.03166311300639659
44,1,24,october,610.0,0.0650319829424307
45,1,25,10,326.0,0.03475479744136461
46,1,26,",",0.0,0.0
47,1,26,1901,793.0,0.08454157782515992
48,1,27,.,0.0,0.0
49,2,0,ford,349.0,0.07017896641866077
50,2,1,was,288.0,0.057912728735169915
51,2,2,forced,336.0,0.06756485019103158
52,2,3,out,130.0,0.026141162276291978
53,2,4,of,0.0,0.0
54,2,5,the,0.0,0.0
55,2,6,company,109.0,0.021918359139352504
56,2,7,by,140.0,0.028152020912929822
57,2,8,the,0.0,0.0
58,2,9,investors,236.0,0.04745626382465313
59,2,10,",",0.0,0.0
60,2,10,including,489.0,0.09833098733159058
61,2,11,henry,456.0,0.0916951538306857
62,2,12,m,152.0,0.030565051276895235
63,2,13,.,0.0,0.0
64,2,13,leland,482.0,0.0969233862859441
65,2,14,in,120.0,0.024130303639654134
66,2,15,1902,142.0,0.02855419264025739
67,2,16,",",0.0,0.0
68,2,16,and,132.0,0.026543334003619544
69,2,17,the,126.0,0.02533681882163684
70,2,18,company,98.0,0.019706414639050873
71,2,19,was,56.0,0.011260808365171928
72,2,20,reorganized,381.0,0.07661371405590187
73,2,21,as,81.0,0.016287954956766538
74,2,22,cadillac,670.0,0.13472752865473558
75,2,23,.,0.0,0.0
76,3,0,in,0.0,0.0
77,3,1,1891,1283.0,0.08916533463062061
78,3,2,",",0.0,0.0
79,3,2,ford,660.0,0.045868371672805615
80,3,3,became,344.0,0.023907151296128987
81,3,4,an,220.0,0.015289457224268539
82,3,5,engineer,579.0,0.04023907151296129
83,3,6,with,370.0,0.025714087149906178
84,3,7,the,0.0,0.0
85,3,8,edison,450.0,0.03127388977691292
86,3,9,illuminating,1645.0,0.11432344151782611
87,3,10,company,879.0,0.06108833136423657
88,3,11,",",0.0,0.0
89,3,11,and,368.0,0.025575092084231008
90,3,12,after,135.0,0.009382166933073876
91,3,13,his,212.0,0.014733476961567864
92,3,14,promotion,427.0,0.029675446521648483
93,3,15,to,76.0,0.005281812495656404
94,3,16,chief,319.0,0.022169712975189382
95,3,17,engineer,412.0,0.028632983529084718
96,3,18,in,0.0,0.0
97,3,19,1893,925.0,0.06428521787476545
98,3,20,",",0.0,0.0
99,3,20,he,175.0,0.012162068246577246
100,3,21,had,279.0,0.01938981166168601
101,3,22,enough,323.0,0.022447703106539717
102,3,23,time,301.0,0.020918757384112863
103,3,24,and,0.0,0.0
104,3,25,money,338.0,0.023490166099103482
105,3,26,to,98.0,0.006810758218083258
106,3,27,devote,231.0,0.016053930085481966
107,3,28,attention,373.0,0.025922579748418932
108,3,29,to,0.0,0.0
109,3,30,his,91.0,0.006324275488220168
110,3,31,personal,342.0,0.023768156230453818
111,3,32,experiments,301.0,0.020918757384112863
112,3,33,on,671.0,0.046632844534019044
113,3,34,internal,682.0,0.047397317395232466
114,3,35,combustion,455.0,0.03162137744110084
115,3,36,engines,425.0,0.029536451455973313
116,3,37,.,0.0,0.0
117,4,0,these,0.0,0.0
118,4,1,experiments,90.0,0.0139254216308216
119,4,2,culminated,282.0,0.043632987776574345
120,4,3,in,292.0,0.045180256846665635
121,4,4,1896,942.0,0.14575274640259941
122,4,5,with,504.0,0.07798236113260096
123,4,6,the,97.0,0.015008509979885502
124,4,7,completion,236.0,0.03651555005415442
125,4,8,of,0.0,0.0
126,4,9,his,71.0,0.01098561039764815
127,4,10,own,83.0,0.012842333281757698
128,4,11,self-propelled,297.0,0.04595389138171128
129,4,12,vehicle,145.0,0.02243540151632369
130,4,13,named,123.0,0.019031409562122854
131,4,14,the,76.0,0.011759244932693796
132,4,15,quadricycle,198.0,0.030635927587807518
133,4,16,",",0.0,0.0
134,4,16,which,121.0,0.018721955748104594
135,4,17,he,70.0,0.010830883490639022
136,4,18,test-drove,352.0,0.054463871267213367
137,4,19,on,498.0,0.07705399969054619
138,4,20,june,740.0,0.11449791118675538
139,4,21,4,531.0,0.08215998762184744
140,4,22,of,424.0,0.06560420857187065
141,4,23,that,291.0,0.04502552993965651
142,4,24,year,0.0,0.0
143,4,25,.,0.0,0.0
144,5,0,ford,238.0,0.021636363636363638
145,5,1,was,373.0,0.03390909090909091
146,5,2,born,99.0,0.009
147,5,3,on,92.0,0.008363636363636363
148,5,4,a,66.0,0.006
149,5,5,prosperous,117.0,0.010636363636363637
150,5,6,farm,151.0,0.013727272727272727
151,5,7,in,97.0,0.008818181818181819
152,5,8,springwells,520.0,0.04727272727272727
153,5,9,township,202.0,0.018363636363636363
154,5,10,(now,192.0,0.017454545454545455
155,5,11,in,66.0,0.006
156,5,12,the,334.0,0.030363636363636363
157,5,13,city,206.0,0.018727272727272728
158,5,14,of,0.0,0.0
159,5,15,dearborn,1025.0,0.09318181818181819
160,5,16,",",0.0,0.0
161,5,16,michigan,274.0,0.02490909090909091
162,5,17,),0.0,0.0
163,5,17,owned,248.0,0.022545454545454546
164,5,18,by,71.0,0.006454545454545454
165,5,19,his,0.0,0.0
166,5,20,parents,324.0,0.029454545454545455
167,5,21,",",0.0,0.0
168,5,21,william,266.0,0.024181818181818183
169,5,22,ford,83.0,0.007545454545454545
170,5,23,(1826-1905,1610.0,0.14636363636363636
171,5,24,),0.0,0.0
172,5,24,and,428.0,0.03890909090909091
173,5,25,mary,569.0,0.051727272727272726
174,5,26,litogot,471.0,0.04281818181818182
175,5,27,(c1839-1876),1291.0,0.11736363636363636
176,5,28,",",0.0,0.0
177,5,28,immigrants,172.0,0.015636363636363636
178,5,29,from,128.0,0.011636363636363636
179,5,30,county,442.0,0.04018181818181818
180,5,31,cork,383.0,0.03481818181818182
181,5,32,",",0.0,0.0
182,5,32,ireland,462.0,0.042
183,5,33,.,0.0,0.0
184,6,0,in,0.0,0.0
185,6,1,the,326.0,0.08631188774159386
186,6,2,years,407.0,0.10775747948106963
187,6,3,between,658.0,0.17421233783426
188,6,4,the,507.0,0.13423351866560762
189,6,5,wars,117.0,0.030976965845909452
190,6,6,",",0.0,0.0
191,6,6,henry,827.0,0.2189568440561292
192,6,7,ford,240.0,0.06354249404289118
193,6,8,supported,575.0,0.15223722531109346
194,6,9,adolf,120.0,0.03177124702144559
195,7,0,there,441.0,0.1644295302013423
196,7,1,is,0.0,0.0
197,7,2,also,0.0,0.0
198,7,3,some,129.0,0.04809843400447427
199,7,4,evidence,102.0,0.03803131991051454
200,7,5,that,0.0,0.0
201,7,6,henry,144.0,0.053691275167785234
202,7,7,ford,79.0,0.029455630126771066
203,7,8,gave,118.0,0.04399701715137957
204,7,9,adolf,0.0,0.0
205,7,10,hitler,122.0,0.04548844146159582
206,7,11,direct,245.0,0.09134973900074571
207,7,12,financial,125.0,0.04660700969425802
208,7,13,backing,100.0,0.037285607755406416
209,7,14,when,99.0,0.03691275167785235
210,7,15,hitler,128.0,0.047725577926920205
211,7,16,was,122.0,0.04548844146159582
212,7,17,first,110.0,0.041014168530947054
213,7,18,starting,81.0,0.030201342281879196
214,7,19,out,204.0,0.07606263982102908
215,7,20,in,0.0,0.0
216,7,21,politics,333.0,0.12416107382550336
217,7,22,.,0.0,0.0
218,8,0,this,0.0,0.0
219,8,1,can,500.0,0.2704164413196322
220,8,2,in,245.0,0.1325040562466198
221,8,3,part,186.0,0.10059491617090319
222,8,4,be,0.0,0.0
223,8,5,traced,147.0,0.07950243374797188
224,8,6,to,0.0,0.0
225,8,7,statements,260.0,0.14061654948620878
226,8,8,from,152.0,0.0822065981611682
227,8,9,kurt,106.0,0.057328285559762035
228,8,10,ludecke,253.0,0.1368307193077339
229,8,11,",",0.0,0.0
230,9,0,although,306.0,0.026320316531911234
231,9,1,ford,77.0,0.0066230861861345264
232,9,2,is,55.0,0.004730775847238947
233,9,3,often,285.0,0.02451402029932909
234,9,4,credited,774.0,0.066574918286599
235,9,5,with,302.0,0.025976260106657493
236,9,6,the,163.0,0.01402029932908997
237,9,7,idea,341.0,0.02933081025288147
238,9,8,",",0.0,0.0
239,9,8,contemporary,710.0,0.06107001548253914
240,9,9,sources,532.0,0.04575950455874764
241,9,10,indicate,725.0,0.06236022707724067
242,9,11,that,318.0,0.02735248580767246
243,9,12,the,277.0,0.023825907448821605
244,9,13,concept,486.0,0.04180285566832961
245,9,14,and,0.0,0.0
246,9,15,its,410.0,0.035265783588508515
247,9,16,development,286.0,0.024600034405642526
248,9,17,came,178.0,0.015310510923791501
249,9,18,from,0.0,0.0
250,9,19,employees,874.0,0.07517632891794254
251,9,20,clarence,1195.0,0.10278685704455531
252,9,21,avery,364.0,0.031309134698090484
253,9,22,",",0.0,0.0
254,9,22,peter,748.0,0.06433855152244969
255,9,23,e,0.0,0.0
256,9,24,.,0.0,0.0
257,9,24,martin,506.0,0.043523137794598314
258,9,25,",",0.0,0.0
259,9,25,charles,562.0,0.0483399277481507
260,9,26,e,71.0,0.0061070015482539135
261,9,27,.,0.0,0.0
262,9,27,sorensen,324.0,0.027868570445553072
263,9,28,",",0.0,0.0
264,9,28,and,342.0,0.029416824359194908
265,9,29,c.h,415.0,0.03569585412007569
266,9,30,.,0.0,0.0
267,10,0,henry,368.0,0.11021263851452531
268,10,1,ford,64.0,0.01916741539383049
269,10,2,advocated,536.0,0.16052710392333033
270,10,3,long-time,522.0,0.15633423180592992
271,10,4,associate,529.0,0.15843066786463014
272,10,5,harry,520.0,0.1557352500748727
273,10,6,bennett,137.0,0.04103024857741839
274,10,7,to,0.0,0.0
275,10,8,take,543.0,0.16262353998203055
276,10,9,the,0.0,0.0
277,10,10,spot,120.0,0.03593890386343217
278,10,11,.,0.0,0.0
279,12,0,in,0.0,0.0
280,12,1,1879,508.0,0.09523809523809523
281,12,2,",",0.0,0.0
