,sentence_id,word_id,word,TRT,relFix
0,0,0,with,0.0,0.0
1,0,1,his,81.0,0.06564019448946515
2,0,2,interest,0.0,0.0
3,0,3,in,0.0,0.0
4,0,4,race,0.0,0.0
5,0,5,cars,61.0,0.04943273905996758
6,0,6,",",0.0,0.0
7,0,6,he,111.0,0.08995137763371151
8,0,7,formed,0.0,0.0
9,0,8,a,0.0,0.0
10,0,9,second,84.0,0.06807131280388978
11,0,10,company,0.0,0.0
12,0,11,",",0.0,0.0
13,0,11,the,121.0,0.09805510534846029
14,0,12,henry,356.0,0.2884927066450567
15,0,13,ford,142.0,0.11507293354943274
16,0,14,company,278.0,0.2252836304700162
17,0,15,.,0.0,0.0
18,1,0,during,0.0,0.0
19,1,1,this,82.0,0.04266389177939646
20,1,2,period,0.0,0.0
21,1,3,",",0.0,0.0
22,1,3,he,0.0,0.0
23,1,4,personally,0.0,0.0
24,1,5,drove,0.0,0.0
25,1,6,his,76.0,0.03954214360041623
26,1,7,quadricycle,227.0,0.11810613943808533
27,1,8,to,0.0,0.0
28,1,9,victory,93.0,0.04838709677419355
29,1,10,in,0.0,0.0
30,1,11,a,0.0,0.0
31,1,12,race,0.0,0.0
32,1,13,against,0.0,0.0
33,1,14,alexander,110.0,0.05723204994797086
34,1,15,winton,0.0,0.0
35,1,16,",",0.0,0.0
36,1,16,a,0.0,0.0
37,1,17,well-known,0.0,0.0
38,1,18,driver,71.0,0.03694068678459938
39,1,19,and,0.0,0.0
40,1,20,the,0.0,0.0
41,1,21,heavy,318.0,0.16545265348595214
42,1,22,favorite,0.0,0.0
43,1,23,on,0.0,0.0
44,1,24,october,676.0,0.3517169614984391
45,1,25,10,90.0,0.046826222684703434
46,1,26,",",0.0,0.0
47,1,26,1901,179.0,0.0931321540062435
48,1,27,.,0.0,0.0
49,2,0,ford,112.0,0.055308641975308645
50,2,1,was,118.0,0.058271604938271604
51,2,2,forced,77.0,0.03802469135802469
52,2,3,out,0.0,0.0
53,2,4,of,0.0,0.0
54,2,5,the,129.0,0.0637037037037037
55,2,6,company,82.0,0.04049382716049383
56,2,7,by,0.0,0.0
57,2,8,the,89.0,0.04395061728395062
58,2,9,investors,174.0,0.08592592592592592
59,2,10,",",0.0,0.0
60,2,10,including,113.0,0.05580246913580247
61,2,11,henry,85.0,0.04197530864197531
62,2,12,m,0.0,0.0
63,2,13,.,0.0,0.0
64,2,13,leland,304.0,0.15012345679012346
65,2,14,in,0.0,0.0
66,2,15,1902,0.0,0.0
67,2,16,",",0.0,0.0
68,2,16,and,0.0,0.0
69,2,17,the,112.0,0.055308641975308645
70,2,18,company,237.0,0.11703703703703704
71,2,19,was,0.0,0.0
72,2,20,reorganized,258.0,0.1274074074074074
73,2,21,as,0.0,0.0
74,2,22,cadillac,135.0,0.06666666666666667
75,2,23,.,0.0,0.0
76,3,0,in,0.0,0.0
77,3,1,1891,92.0,0.038461538461538464
78,3,2,",",0.0,0.0
79,3,2,ford,136.0,0.056856187290969896
80,3,3,became,0.0,0.0
81,3,4,an,0.0,0.0
82,3,5,engineer,149.0,0.06229096989966555
83,3,6,with,0.0,0.0
84,3,7,the,0.0,0.0
85,3,8,edison,76.0,0.03177257525083612
86,3,9,illuminating,0.0,0.0
87,3,10,company,0.0,0.0
88,3,11,",",0.0,0.0
89,3,11,and,71.0,0.02968227424749164
90,3,12,after,90.0,0.03762541806020067
91,3,13,his,0.0,0.0
92,3,14,promotion,130.0,0.05434782608695652
93,3,15,to,0.0,0.0
94,3,16,chief,121.0,0.050585284280936456
95,3,17,engineer,93.0,0.03887959866220736
96,3,18,in,0.0,0.0
97,3,19,1893,196.0,0.08193979933110368
98,3,20,",",0.0,0.0
99,3,20,he,81.0,0.0338628762541806
100,3,21,had,0.0,0.0
101,3,22,enough,224.0,0.09364548494983277
102,3,23,time,74.0,0.030936454849498328
103,3,24,and,0.0,0.0
104,3,25,money,0.0,0.0
105,3,26,to,73.0,0.030518394648829432
106,3,27,devote,0.0,0.0
107,3,28,attention,183.0,0.07650501672240803
108,3,29,to,0.0,0.0
109,3,30,his,0.0,0.0
110,3,31,personal,112.0,0.046822742474916385
111,3,32,experiments,177.0,0.07399665551839466
112,3,33,on,0.0,0.0
113,3,34,internal,213.0,0.08904682274247491
114,3,35,combustion,101.0,0.04222408026755853
115,3,36,engines,0.0,0.0
116,3,37,.,0.0,0.0
117,4,0,these,0.0,0.0
118,4,1,experiments,84.0,0.052336448598130844
119,4,2,culminated,179.0,0.11152647975077881
120,4,3,in,0.0,0.0
121,4,4,1896,190.0,0.11838006230529595
122,4,5,with,0.0,0.0
123,4,6,the,0.0,0.0
124,4,7,completion,305.0,0.19003115264797507
125,4,8,of,0.0,0.0
126,4,9,his,0.0,0.0
127,4,10,own,0.0,0.0
128,4,11,self-propelled,67.0,0.041744548286604365
129,4,12,vehicle,89.0,0.05545171339563863
130,4,13,named,99.0,0.0616822429906542
131,4,14,the,0.0,0.0
132,4,15,quadricycle,152.0,0.09470404984423676
133,4,16,",",0.0,0.0
134,4,16,which,0.0,0.0
135,4,17,he,0.0,0.0
136,4,18,test-drove,185.0,0.11526479750778816
137,4,19,on,120.0,0.07476635514018691
138,4,20,june,0.0,0.0
139,4,21,4,72.0,0.044859813084112146
140,4,22,of,0.0,0.0
141,4,23,that,63.0,0.03925233644859813
142,4,24,year,0.0,0.0
143,4,25,.,0.0,0.0
144,5,0,ford,0.0,0.0
145,5,1,was,0.0,0.0
