,sentence_id,word_id,word_id_orig,word,TRT,relFix
217448,0,0,1-5-1,the,208.0,0.03315269365635958
217449,0,1,1-5-2,intense,671.0,0.10694931463181384
217450,0,2,1-5-3,interest,339.0,0.054032515141855274
217451,0,3,1-5-4,aroused,427.0,0.06805865476569971
217452,0,4,1-5-5,in,226.0,0.036021676761236854
217453,0,5,1-5-6,the,357.0,0.056901498246732546
217454,0,6,1-5-7,public,350.0,0.05578578259483583
217455,0,7,1-5-8,by,0.0,0.0
217456,0,8,1-5-9,what,465.0,0.07411539687599618
217457,0,9,1-5-10,was,0.0,0.0
217458,0,10,1-5-11,known,252.0,0.040165763468281795
217459,0,11,1-5-12,at,0.0,0.0
217460,0,12,1-5-13,the,380.0,0.06056742110296462
217461,0,13,1-5-14,time,179.0,0.028530443098501754
217462,0,14,1-5-15,as,198.0,0.031558814153649986
217463,0,15,1-5-16,the,298.0,0.047497609180745935
217464,0,16,1-5-17,styles,327.0,0.05211985973860376
217465,0,17,1-5-18,case,109.0,0.01737328657953459
217466,0,18,1-5-19,has,238.0,0.03793433216448836
217467,0,19,1-5-20,now,716.0,0.11412177239400702
217468,0,20,1-5-21,somewhat,202.0,0.032196365954733824
217469,0,21,1-5-22,subsided,332.0,0.05291679948995856
217470,1,0,1-5-23,nevertheless,558.0,0.07111904154983431
217471,1,1,1-5-24,in,215.0,0.027402498088197808
217472,1,2,1-5-25,view,182.0,0.023196533265358144
217473,1,3,1-5-26,of,246.0,0.03135355595207749
217474,1,4,1-5-27,the,327.0,0.04167728778995666
217475,1,5,1-5-28,worldwide,809.0,0.10310986489931175
217476,1,6,1-5-29,notoriety,872.0,0.11113943410655111
217477,1,7,1-5-30,which,424.0,0.054040275299515675
217478,1,8,1-5-31,attended,257.0,0.03275554422635738
217479,1,9,1-5-32,it,319.0,0.04065765995411675
217480,1,10,1-5-33,i,201.0,0.02561814937547795
217481,1,11,1-5-34,have,99.0,0.01261789446851899
217482,1,12,1-5-35,been,340.0,0.04333418302319653
217483,1,13,1-5-36,asked,417.0,0.05314810094315575
217484,1,14,1-5-37,both,0.0,0.0
217485,1,15,1-5-38,by,561.0,0.07150140198827427
217486,1,16,1-5-39,my,175.0,0.022304358908998217
217487,1,17,1-5-40,friend,331.0,0.04218710170787662
217488,1,18,1-5-42,and,0.0,0.0
217489,1,19,1-5-43,the,349.0,0.044481264338516444
217490,1,20,1-5-44,family,283.0,0.036069334692837116
217491,1,21,1-5-45,themselves,103.0,0.01312770838643895
217492,1,22,1-5-46,to,0.0,0.0
217493,1,23,1-5-47,write,118.0,0.015039510578638797
217494,1,24,1-5-48,an,221.0,0.028167218965077748
217495,1,25,1-5-49,account,0.0,0.0
217496,1,26,1-5-50,of,0.0,0.0
217497,1,27,1-5-51,the,0.0,0.0
217498,1,28,1-5-52,whole,273.0,0.034794799898037215
217499,1,29,1-5-53,story,166.0,0.021157277593678307
217500,2,0,1-5-54,this,231.0,0.08943089430894309
217501,2,1,1-5-55,we,209.0,0.08091366627951994
217502,2,2,1-5-56,trust,274.0,0.10607820363917925
217503,2,3,1-5-57,will,450.0,0.17421602787456447
217504,2,4,1-5-59,silence,178.0,0.0689121176926055
217505,2,5,1-5-60,the,0.0,0.0
217506,2,6,1-5-61,sensational,232.0,0.08981804103755324
217507,2,7,1-5-62,rumours,321.0,0.12427409988385599
217508,2,8,1-5-63,which,0.0,0.0
217509,2,9,1-5-64,still,446.0,0.17266744096012387
217510,2,10,1-5-65,persist,242.0,0.09368950832365466
217511,3,0,1-5-66,i,0.0,0.0
217512,3,1,1-5-67,will,219.0,0.048547993792950564
217513,3,2,1-5-68,therefore,192.0,0.04256262469518954
217514,3,3,1-5-69,briefly,288.0,0.06384393704278431
217515,3,4,1-5-70,set,323.0,0.07160274883617823
217516,3,5,1-5-71,down,119.0,0.02637996009753935
217517,3,6,1-5-72,the,161.0,0.035690534249612056
217518,3,7,1-5-73,circumstances,130.0,0.02881844380403458
217519,3,8,1-5-74,which,253.0,0.056085125249390376
217520,3,9,1-5-75,led,215.0,0.047661272445134115
217521,3,10,1-5-76,to,0.0,0.0
217522,3,11,1-5-77,my,364.0,0.08069164265129683
217523,3,12,1-5-78,being,737.0,0.16337840833518066
217524,3,13,1-5-79,connected,446.0,0.09886943028153403
217525,3,14,1-5-80,with,238.0,0.0527599201950787
