,sentence_id,word_id,word_id_orig,word,TRT,relFix
108724,0,0,1-5-1,the,663.0,0.195
108725,0,1,1-5-2,intense,596.0,0.17529411764705882
108726,0,2,1-5-3,interest,220.0,0.06470588235294118
108727,0,3,1-5-4,aroused,272.0,0.08
108728,0,4,1-5-5,in,162.0,0.04764705882352941
108729,0,5,1-5-6,the,92.0,0.027058823529411764
108730,0,6,1-5-7,public,190.0,0.05588235294117647
108731,0,7,1-5-8,by,214.0,0.06294117647058824
108732,0,8,1-5-9,what,0.0,0.0
108733,0,9,1-5-10,was,0.0,0.0
108734,0,10,1-5-11,known,0.0,0.0
108735,0,11,1-5-12,at,0.0,0.0
108736,0,12,1-5-13,the,0.0,0.0
108737,0,13,1-5-14,time,0.0,0.0
108738,0,14,1-5-15,as,0.0,0.0
108739,0,15,1-5-16,the,0.0,0.0
108740,0,16,1-5-17,styles,212.0,0.06235294117647059
108741,0,17,1-5-18,case,237.0,0.06970588235294117
108742,0,18,1-5-19,has,0.0,0.0
108743,0,19,1-5-20,now,190.0,0.05588235294117647
108744,0,20,1-5-21,somewhat,158.0,0.04647058823529412
108745,0,21,1-5-22,subsided,194.0,0.057058823529411766
108746,1,0,1-5-23,nevertheless,397.0,0.07810348219555381
108747,1,1,1-5-24,in,0.0,0.0
108748,1,2,1-5-25,view,143.0,0.028132992327365727
108749,1,3,1-5-26,of,0.0,0.0
108750,1,4,1-5-27,the,0.0,0.0
108751,1,5,1-5-28,worldwide,81.0,0.01593547117843793
108752,1,6,1-5-29,notoriety,264.0,0.051937831988982885
108753,1,7,1-5-30,which,141.0,0.02773952390320677
108754,1,8,1-5-31,attended,277.0,0.05449537674601613
108755,1,9,1-5-32,it,272.0,0.05351170568561873
108756,1,10,1-5-33,i,110.0,0.02164076332874287
108757,1,11,1-5-34,have,0.0,0.0
108758,1,12,1-5-35,been,207.0,0.04072398190045249
108759,1,13,1-5-36,asked,131.0,0.02577218178241196
108760,1,14,1-5-37,both,60.0,0.011804052724768838
108761,1,15,1-5-38,by,133.0,0.026165650206570922
108762,1,16,1-5-39,my,254.0,0.04997048986818808
108763,1,17,1-5-40,friend,340.0,0.06688963210702341
108764,1,18,1-5-42,and,161.0,0.03167420814479638
108765,1,19,1-5-43,the,301.0,0.059216997835923664
108766,1,20,1-5-44,family,369.0,0.07259492425732834
108767,1,21,1-5-45,themselves,256.0,0.050363958292347036
108768,1,22,1-5-46,to,231.0,0.045445602990360025
108769,1,23,1-5-47,write,162.0,0.03187094235687586
108770,1,24,1-5-48,an,97.0,0.01908321857170962
108771,1,25,1-5-49,account,123.0,0.024198308085776117
108772,1,26,1-5-50,of,218.0,0.042888058233326774
108773,1,27,1-5-51,the,0.0,0.0
108774,1,28,1-5-52,whole,217.0,0.0426913240212473
108775,1,29,1-5-53,story,138.0,0.027149321266968326
108776,2,0,1-5-54,this,222.0,0.07584557567475231
108777,2,1,1-5-55,we,312.0,0.10659378202938162
108778,2,2,1-5-56,trust,199.0,0.06798770071745815
108779,2,3,1-5-57,will,253.0,0.08643662453023573
108780,2,4,1-5-59,silence,486.0,0.1660403143149983
108781,2,5,1-5-60,the,0.0,0.0
108782,2,6,1-5-61,sensational,227.0,0.07755380936112061
108783,2,7,1-5-62,rumours,412.0,0.14075845575674753
108784,2,8,1-5-63,which,283.0,0.09668602664844551
108785,2,9,1-5-64,still,214.0,0.07311240177656303
108786,2,10,1-5-65,persist,319.0,0.10898530919029724
108787,3,0,1-5-66,i,0.0,0.0
108788,3,1,1-5-67,will,364.0,0.0994535519125683
108789,3,2,1-5-68,therefore,641.0,0.17513661202185793
108790,3,3,1-5-69,briefly,178.0,0.048633879781420766
108791,3,4,1-5-70,set,173.0,0.04726775956284153
108792,3,5,1-5-71,down,343.0,0.09371584699453551
108793,3,6,1-5-72,the,0.0,0.0
108794,3,7,1-5-73,circumstances,312.0,0.08524590163934426
108795,3,8,1-5-74,which,316.0,0.08633879781420765
108796,3,9,1-5-75,led,86.0,0.023497267759562842
108797,3,10,1-5-76,to,152.0,0.041530054644808745
108798,3,11,1-5-77,my,220.0,0.060109289617486336
108799,3,12,1-5-78,being,280.0,0.07650273224043716
108800,3,13,1-5-79,connected,358.0,0.09781420765027322
108801,3,14,1-5-80,with,0.0,0.0
108802,3,15,1-5-81,the,140.0,0.03825136612021858
108803,3,16,1-5-82,affair,97.0,0.026502732240437157
108804,4,0,1-6-1,i,470.0,0.08831266441187524
108805,4,1,1-6-2,had,101.0,0.01897782788425404
108806,4,2,1-6-3,been,403.0,0.07572341225103345
108807,4,3,1-6-4,invalided,301.0,0.05655768508079669
108808,4,4,1-6-5,home,399.0,0.07497181510710259
108809,4,5,1-6-6,from,457.0,0.08586997369409996
108810,4,6,1-6-7,the,0.0,0.0
108811,4,7,1-6-8,front,207.0,0.03889515219842165
108812,4,8,1-6-9,and,47.0,0.008831266441187523
108813,4,9,1-6-10,after,152.0,0.028560691469372415
108814,4,10,1-6-11,spending,281.0,0.05279969936114243
108815,4,11,1-6-12,some,0.0,0.0
108816,4,12,1-6-13,months,156.0,0.029312288613303268
108817,4,13,1-6-14,in,0.0,0.0
108818,4,14,1-6-15,a,0.0,0.0
108819,4,15,1-6-16,rather,271.0,0.0509207065013153
108820,4,16,1-6-17,depressing,152.0,0.028560691469372415
108821,4,17,1-6-18,convalescent,177.0,0.03325817361894025
108822,4,18,1-6-19,home,134.0,0.025178504321683576
108823,4,19,1-6-20,was,0.0,0.0
108824,4,20,1-6-21,given,354.0,0.0665163472378805
108825,4,21,1-6-22,a,258.0,0.048478015783540024
108826,4,22,1-6-23,months,473.0,0.08887636226982337
108827,4,23,1-6-24,sick,276.0,0.05186020293122886
108828,4,24,1-6-25,leave,253.0,0.047538519353626456
108829,5,0,1-6-26,having,0.0,0.0
108830,5,1,1-6-27,no,63.0,0.021746634449430445
108831,5,2,1-6-28,near,82.0,0.028305143251639627
108832,5,3,1-6-29,relations,340.0,0.11736278909216431
108833,5,4,1-6-30,or,0.0,0.0
108834,5,5,1-6-31,friends,176.0,0.06075250258888505
108835,5,6,1-6-32,i,0.0,0.0
108836,5,7,1-6-33,was,178.0,0.06144287193648602
108837,5,8,1-6-34,trying,165.0,0.05695547117707974
108838,5,9,1-6-35,to,183.0,0.06316879530548844
108839,5,10,1-6-36,make,380.0,0.13117017604418363
108840,5,11,1-6-37,up,112.0,0.03866068346565413
108841,5,12,1-6-38,my,0.0,0.0
108842,5,13,1-6-39,mind,0.0,0.0
108843,5,14,1-6-40,what,73.0,0.025198481187435277
108844,5,15,1-6-41,to,18.0,0.006213324128408699
108845,5,16,1-6-42,do,124.0,0.042802899551259925
108846,5,17,1-6-43,when,248.0,0.08560579910251985
108847,5,18,1-6-44,i,274.0,0.09458060062133242
108848,5,19,1-6-45,ran,57.0,0.019675526406627546
108849,5,20,1-6-46,across,241.0,0.08318950638591646
108850,5,21,1-6-47,john,0.0,0.0
108851,5,22,1-6-48,cavendish,183.0,0.06316879530548844
108852,6,0,1-6-49,i,0.0,0.0
108853,6,1,1-6-50,had,152.0,0.17572254335260115
108854,6,2,1-6-51,seen,146.0,0.16878612716763006
108855,6,3,1-6-52,very,0.0,0.0
108856,6,4,1-6-53,little,263.0,0.3040462427745665
108857,6,5,1-6-54,of,0.0,0.0
108858,6,6,1-6-55,him,0.0,0.0
108859,6,7,1-6-56,for,157.0,0.1815028901734104
108860,6,8,1-6-57,some,0.0,0.0
108861,6,9,1-6-58,years,147.0,0.1699421965317919
108862,7,0,1-6-59,indeed,170.0,0.14443500424808836
108863,7,1,1-6-60,i,130.0,0.11045029736618521
