,sentence_id,word_id,word_id_orig,word,TRT,relFix
434896,0,0,1-5-1,the,189.0,0.037300177619893425
434897,0,1,1-5-2,intense,500.0,0.09867771857114664
434898,0,2,1-5-3,interest,407.0,0.08032366291691335
434899,0,3,1-5-4,aroused,495.0,0.09769094138543517
434900,0,4,1-5-5,in,224.0,0.044207617919873696
434901,0,5,1-5-6,the,523.0,0.10321689362541939
434902,0,6,1-5-7,public,333.0,0.06571936056838366
434903,0,7,1-5-8,by,0.0,0.0
434904,0,8,1-5-9,what,321.0,0.06335109532267615
434905,0,9,1-5-10,was,0.0,0.0
434906,0,10,1-5-11,known,0.0,0.0
434907,0,11,1-5-12,at,0.0,0.0
434908,0,12,1-5-13,the,0.0,0.0
434909,0,13,1-5-14,time,0.0,0.0
434910,0,14,1-5-15,as,0.0,0.0
434911,0,15,1-5-16,the,0.0,0.0
434912,0,16,1-5-17,styles,0.0,0.0
434913,0,17,1-5-18,case,265.0,0.05229919084270772
434914,0,18,1-5-19,has,0.0,0.0
434915,0,19,1-5-20,now,148.0,0.029208604697059402
434916,0,20,1-5-21,somewhat,863.0,0.1703177422537991
434917,0,21,1-5-22,subsided,799.0,0.15768699427669233
434918,1,0,1-5-23,nevertheless,347.0,0.057602921646746345
434919,1,1,1-5-24,in,0.0,0.0
434920,1,2,1-5-25,view,0.0,0.0
434921,1,3,1-5-26,of,291.0,0.04830677290836653
434922,1,4,1-5-27,the,0.0,0.0
434923,1,5,1-5-28,worldwide,525.0,0.08715139442231076
434924,1,6,1-5-29,notoriety,499.0,0.08283532536520584
434925,1,7,1-5-30,which,154.0,0.02556440903054449
434926,1,8,1-5-31,attended,408.0,0.06772908366533864
434927,1,9,1-5-32,it,193.0,0.03203851261620186
434928,1,10,1-5-33,i,0.0,0.0
434929,1,11,1-5-34,have,0.0,0.0
434930,1,12,1-5-35,been,237.0,0.03934262948207171
434931,1,13,1-5-36,asked,403.0,0.06689907038512616
434932,1,14,1-5-37,both,0.0,0.0
434933,1,15,1-5-38,by,0.0,0.0
434934,1,16,1-5-39,my,305.0,0.050630810092961484
434935,1,17,1-5-40,friend,222.0,0.036852589641434265
434936,1,18,1-5-42,and,203.0,0.033698539176626824
434937,1,19,1-5-43,the,461.0,0.07652722443559097
434938,1,20,1-5-44,family,224.0,0.03718459495351926
434939,1,21,1-5-45,themselves,467.0,0.07752324037184595
434940,1,22,1-5-46,to,0.0,0.0
434941,1,23,1-5-47,write,0.0,0.0
434942,1,24,1-5-48,an,270.0,0.044820717131474105
434943,1,25,1-5-49,account,229.0,0.03801460823373174
434944,1,26,1-5-50,of,0.0,0.0
434945,1,27,1-5-51,the,0.0,0.0
434946,1,28,1-5-52,whole,192.0,0.03187250996015936
434947,1,29,1-5-53,story,394.0,0.06540504648074369
434948,2,0,1-5-54,this,0.0,0.0
434949,2,1,1-5-55,we,137.0,0.056055646481178396
434950,2,2,1-5-56,trust,329.0,0.1346153846153846
434951,2,3,1-5-57,will,287.0,0.117430441898527
434952,2,4,1-5-59,silence,633.0,0.2590016366612111
434953,2,5,1-5-60,the,0.0,0.0
434954,2,6,1-5-61,sensational,292.0,0.11947626841243862
434955,2,7,1-5-62,rumours,249.0,0.1018821603927987
