,sentence_id,word_id,word_id_orig,word,TRT,relFix
489258,0,0,1-5-1,the,182.0,0.04212962962962963
489259,0,1,1-5-2,intense,392.0,0.09074074074074075
489260,0,2,1-5-3,interest,428.0,0.09907407407407408
489261,0,3,1-5-4,aroused,193.0,0.044675925925925924
489262,0,4,1-5-5,in,0.0,0.0
489263,0,5,1-5-6,the,303.0,0.07013888888888889
489264,0,6,1-5-7,public,0.0,0.0
489265,0,7,1-5-8,by,191.0,0.04421296296296296
489266,0,8,1-5-9,what,94.0,0.02175925925925926
489267,0,9,1-5-10,was,0.0,0.0
489268,0,10,1-5-11,known,107.0,0.02476851851851852
489269,0,11,1-5-12,at,0.0,0.0
489270,0,12,1-5-13,the,149.0,0.03449074074074074
489271,0,13,1-5-14,time,168.0,0.03888888888888889
489272,0,14,1-5-15,as,22.0,0.005092592592592593
489273,0,15,1-5-16,the,177.0,0.04097222222222222
489274,0,16,1-5-17,styles,421.0,0.09745370370370371
489275,0,17,1-5-18,case,363.0,0.08402777777777778
489276,0,18,1-5-19,has,529.0,0.1224537037037037
489277,0,19,1-5-20,now,124.0,0.028703703703703703
489278,0,20,1-5-21,somewhat,296.0,0.06851851851851852
489279,0,21,1-5-22,subsided,181.0,0.04189814814814815
489280,1,0,1-5-23,nevertheless,205.0,0.044916739702015776
489281,1,1,1-5-24,in,0.0,0.0
489282,1,2,1-5-25,view,254.0,0.05565293602103418
489283,1,3,1-5-26,of,52.0,0.011393514460999123
489284,1,4,1-5-27,the,140.0,0.03067484662576687
489285,1,5,1-5-28,worldwide,291.0,0.06375985977212971
489286,1,6,1-5-29,notoriety,364.0,0.07975460122699386
489287,1,7,1-5-30,which,311.0,0.06814198071866784
489288,1,8,1-5-31,attended,327.0,0.07164767747589834
489289,1,9,1-5-32,it,0.0,0.0
489290,1,10,1-5-33,i,0.0,0.0
489291,1,11,1-5-34,have,271.0,0.05937773882559159
489292,1,12,1-5-35,been,0.0,0.0
489293,1,13,1-5-36,asked,194.0,0.04250657318141981
489294,1,14,1-5-37,both,364.0,0.07975460122699386
489295,1,15,1-5-38,by,95.0,0.02081507449605609
489296,1,16,1-5-39,my,0.0,0.0
489297,1,17,1-5-40,friend,297.0,0.06507449605609114
489298,1,18,1-5-42,and,0.0,0.0
489299,1,19,1-5-43,the,126.0,0.027607361963190184
489300,1,20,1-5-44,family,290.0,0.0635407537248028
489301,1,21,1-5-45,themselves,121.0,0.026511831726555652
489302,1,22,1-5-46,to,0.0,0.0
489303,1,23,1-5-47,write,137.0,0.03001752848378615
489304,1,24,1-5-48,an,0.0,0.0
489305,1,25,1-5-49,account,240.0,0.05258545135845749
489306,1,26,1-5-50,of,120.0,0.026292725679228746
489307,1,27,1-5-51,the,108.0,0.02366345311130587
489308,1,28,1-5-52,whole,147.0,0.032208588957055216
489309,1,29,1-5-53,story,110.0,0.024101665205959685
489310,2,0,1-5-54,this,212.0,0.07312866505691618
489311,2,1,1-5-55,we,294.0,0.1014142807864781
489312,2,2,1-5-56,trust,335.0,0.11555708865125905
489313,2,3,1-5-57,will,151.0,0.05208692652638841
489314,2,4,1-5-59,silence,534.0,0.1842014487754398
489315,2,5,1-5-60,the,319.0,0.11003794411866161
489316,2,6,1-5-61,sensational,345.0,0.11900655398413246
489317,2,7,1-5-62,rumours,276.0,0.09520524318730597
489318,2,8,1-5-63,which,110.0,0.03794411866160745
489319,2,9,1-5-64,still,149.0,0.05139703345981373
489320,2,10,1-5-65,persist,174.0,0.06002069679199724
489321,3,0,1-5-66,i,0.0,0.0
489322,3,1,1-5-67,will,267.0,0.08814790359854738
489323,3,2,1-5-68,therefore,120.0,0.03961703532518983
489324,3,3,1-5-69,briefly,552.0,0.18223836249587322
489325,3,4,1-5-70,set,0.0,0.0
489326,3,5,1-5-71,down,159.0,0.05249257180587653
489327,3,6,1-5-72,the,0.0,0.0
489328,3,7,1-5-73,circumstances,369.0,0.12182238362495873
489329,3,8,1-5-74,which,207.0,0.06833938593595246
489330,3,9,1-5-75,led,128.0,0.04225817101353582
489331,3,10,1-5-76,to,0.0,0.0
489332,3,11,1-5-77,my,202.0,0.06668867613073622
489333,3,12,1-5-78,being,175.0,0.0577748431825685
489334,3,13,1-5-79,connected,243.0,0.08022449653350941
489335,3,14,1-5-80,with,153.0,0.050511720039617035
489336,3,15,1-5-81,the,0.0,0.0
489337,3,16,1-5-82,affair,454.0,0.14988445031363487
489338,4,0,1-6-1,i,265.0,0.034532186604117804
489339,4,1,1-6-2,had,234.0,0.03049257232212666
489340,4,2,1-6-3,been,188.0,0.024498305968204327
489341,4,3,1-6-4,invalided,2243.0,0.2922856398227782
489342,4,4,1-6-5,home,665.0,0.08665624185561636
489343,4,5,1-6-6,from,419.0,0.05459994787594475
489344,4,6,1-6-7,the,99.0,0.012900703674745896
489345,4,7,1-6-8,front,171.0,0.022283033620015637
489346,4,8,1-6-9,and,202.0,0.026322647902006776
489347,4,9,1-6-10,after,193.0,0.025149856658848058
489348,4,10,1-6-11,spending,209.0,0.027234818868908002
489349,4,11,1-6-12,some,179.0,0.02332551472504561
489350,4,12,1-6-13,months,273.0,0.03557466770914777
489351,4,13,1-6-14,in,82.0,0.010685431326557205
489352,4,14,1-6-15,a,0.0,0.0
489353,4,15,1-6-16,rather,400.0,0.05212405525149857
489354,4,16,1-6-17,depressing,218.0,0.02840761011206672
489355,4,17,1-6-18,convalescent,576.0,0.07505863956215794
489356,4,18,1-6-19,home,0.0,0.0
489357,4,19,1-6-20,was,209.0,0.027234818868908002
489358,4,20,1-6-21,given,88.0,0.011467292155329685
489359,4,21,1-6-22,a,0.0,0.0
489360,4,22,1-6-23,months,178.0,0.023195204586916863
489361,4,23,1-6-24,sick,401.0,0.052254365389627314
489362,4,24,1-6-25,leave,182.0,0.023716445139431847
489363,5,0,1-6-26,having,232.0,0.05560882070949185
489364,5,1,1-6-27,no,0.0,0.0
489365,5,2,1-6-28,near,352.0,0.08437200383509108
489366,5,3,1-6-29,relations,464.0,0.1112176414189837
489367,5,4,1-6-30,or,97.0,0.023250239693192714
489368,5,5,1-6-31,friends,300.0,0.07190795781399809
489369,5,6,1-6-32,i,0.0,0.0
489370,5,7,1-6-33,was,201.0,0.048178331735378714
489371,5,8,1-6-34,trying,0.0,0.0
489372,5,9,1-6-35,to,187.0,0.044822627037392135
489373,5,10,1-6-36,make,174.0,0.041706615532118886
489374,5,11,1-6-37,up,216.0,0.05177372962607862
489375,5,12,1-6-38,my,0.0,0.0
489376,5,13,1-6-39,mind,213.0,0.05105465004793864
489377,5,14,1-6-40,what,333.0,0.07981783317353787
489378,5,15,1-6-41,to,0.0,0.0
489379,5,16,1-6-42,do,138.0,0.03307766059443912
489380,5,17,1-6-43,when,182.0,0.0436241610738255
489381,5,18,1-6-44,i,0.0,0.0
489382,5,19,1-6-45,ran,267.0,0.06399808245445829
489383,5,20,1-6-46,across,373.0,0.08940556088207095
489384,5,21,1-6-47,john,252.0,0.06040268456375839
489385,5,22,1-6-48,cavendish,191.0,0.04578139980824544
489386,6,0,1-6-49,i,0.0,0.0
489387,6,1,1-6-50,had,322.0,0.21352785145888595
489388,6,2,1-6-51,seen,332.0,0.22015915119363394
489389,6,3,1-6-52,very,0.0,0.0
489390,6,4,1-6-53,little,165.0,0.10941644562334217
489391,6,5,1-6-54,of,141.0,0.09350132625994695
489392,6,6,1-6-55,him,175.0,0.11604774535809019
489393,6,7,1-6-56,for,0.0,0.0
489394,6,8,1-6-57,some,246.0,0.16312997347480107
489395,6,9,1-6-58,years,127.0,0.08421750663129973
489396,7,0,1-6-59,indeed,266.0,0.19940029985007496
489397,7,1,1-6-60,i,0.0,0.0
489398,7,2,1-6-61,had,246.0,0.18440779610194902
489399,7,3,1-6-62,never,252.0,0.1889055472263868
489400,7,4,1-6-63,known,62.0,0.046476761619190406
489401,7,5,1-6-64,him,178.0,0.13343328335832083
489402,7,6,1-6-65,particularly,145.0,0.10869565217391304
489403,7,7,1-6-66,well,185.0,0.1386806596701649
489404,8,0,1-6-67,he,0.0,0.0
489405,8,1,1-6-68,was,204.0,0.07464324917672886
489406,8,2,1-6-69,a,0.0,0.0
489407,8,3,1-6-70,good,248.0,0.09074277350896451
489408,8,4,1-6-71,fifteen,131.0,0.047932674716428834
489409,8,5,1-6-72,years,0.0,0.0
489410,8,6,1-6-73,my,142.0,0.05195755579948774
489411,8,7,1-6-74,senior,204.0,0.07464324917672886
489412,8,8,1-6-75,for,0.0,0.0
489413,8,9,1-6-76,one,334.0,0.12221002561287962
489414,8,10,1-6-77,thing,88.0,0.03219904866447128
489415,8,11,1-6-78,though,320.0,0.11708744968898646
489416,8,12,1-6-79,he,226.0,0.08269301134284669
489417,8,13,1-6-80,hardly,97.0,0.03549213318697402
489418,8,14,1-6-81,looked,221.0,0.08086351994145627
489419,8,15,1-6-82,his,235.0,0.08598609586534943
489420,8,16,1-6-84,years,283.0,0.1035492133186974
489421,9,0,1-7-1,as,380.0,0.16013485040033712
489422,9,1,1-7-2,a,0.0,0.0
489423,9,2,1-7-3,boy,203.0,0.0855457227138643
489424,9,3,1-7-4,though,232.0,0.09776654024441635
489425,9,4,1-7-5,i,211.0,0.08891698272229245
489426,9,5,1-7-6,had,0.0,0.0
489427,9,6,1-7-7,often,189.0,0.07964601769911504
489428,9,7,1-7-8,stayed,181.0,0.0762747576906869
489429,9,8,1-7-9,at,265.0,0.11167298777918247
489430,9,9,1-7-10,styles,121.0,0.05099030762747577
489431,9,10,1-7-11,his,138.0,0.05815423514538559
489432,9,11,1-7-12,mothers,120.0,0.05056890012642225
489433,9,12,1-7-13,place,333.0,0.14032869785082175
489434,9,13,1-7-14,in,0.0,0.0
489435,10,0,1-7-16,we,0.0,0.0
489436,10,1,1-7-17,had,301.0,0.07814122533748702
489437,10,2,1-7-18,a,0.0,0.0
489438,10,3,1-7-19,good,252.0,0.06542056074766354
489439,10,4,1-7-20,yarn,143.0,0.03712357217030114
489440,10,5,1-7-21,about,171.0,0.04439252336448598
489441,10,6,1-7-22,old,207.0,0.053738317757009345
489442,10,7,1-7-23,times,0.0,0.0
489443,10,8,1-7-24,and,207.0,0.053738317757009345
489444,10,9,1-7-25,it,247.0,0.06412253374870197
489445,10,10,1-7-26,ended,296.0,0.07684319833852545
489446,10,11,1-7-27,in,105.0,0.027258566978193146
489447,10,12,1-7-28,his,249.0,0.0646417445482866
489448,10,13,1-7-29,inviting,390.0,0.10124610591900311
489449,10,14,1-7-30,me,125.0,0.03245067497403946
489450,10,15,1-7-31,down,152.0,0.03946002076843198
489451,10,16,1-7-32,to,0.0,0.0
489452,10,17,1-7-33,styles,187.0,0.048546209761163035
489453,10,18,1-7-34,to,145.0,0.037642782969885775
