,sentence_id,word_id,word_id_orig,word,TRT,relFix
706706,0,0,1-5-1,the,394.0,0.0725732179038497
706707,0,1,1-5-2,intense,846.0,0.15582980291029655
706708,0,2,1-5-3,interest,403.0,0.07423098176459753
706709,0,3,1-5-4,aroused,209.0,0.0384969607662553
706710,0,4,1-5-5,in,0.0,0.0
706711,0,5,1-5-6,the,0.0,0.0
706712,0,6,1-5-7,public,295.0,0.0543378154356235
706713,0,7,1-5-8,by,244.0,0.0449438202247191
706714,0,8,1-5-9,what,190.0,0.034997237060232084
706715,0,9,1-5-10,was,230.0,0.04236507644133358
706716,0,10,1-5-11,known,0.0,0.0
706717,0,11,1-5-12,at,173.0,0.03186590532326395
706718,0,12,1-5-13,the,0.0,0.0
706719,0,13,1-5-14,time,396.0,0.07294160987290477
706720,0,14,1-5-15,as,0.0,0.0
706721,0,15,1-5-16,the,179.0,0.032971081230429175
706722,0,16,1-5-17,styles,907.0,0.16706575796647632
706723,0,17,1-5-18,case,0.0,0.0
706724,0,18,1-5-19,has,173.0,0.03186590532326395
706725,0,19,1-5-20,now,0.0,0.0
706726,0,20,1-5-21,somewhat,277.0,0.05102228771412783
706727,0,21,1-5-22,subsided,513.0,0.09449254006262664
706728,1,0,1-5-23,nevertheless,189.0,0.037044296354370836
706729,1,1,1-5-24,in,253.0,0.04958839670717366
706730,1,2,1-5-25,view,607.0,0.11897295178361426
706731,1,3,1-5-26,of,0.0,0.0
706732,1,4,1-5-27,the,0.0,0.0
706733,1,5,1-5-28,worldwide,528.0,0.10348882791062329
706734,1,6,1-5-29,notoriety,363.0,0.07114856918855351
706735,1,7,1-5-30,which,0.0,0.0
706736,1,8,1-5-31,attended,314.0,0.06154449235593885
706737,1,9,1-5-32,it,0.0,0.0
706738,1,10,1-5-33,i,0.0,0.0
706739,1,11,1-5-34,have,0.0,0.0
706740,1,12,1-5-35,been,192.0,0.037632301058408466
706741,1,13,1-5-36,asked,299.0,0.058604468835750684
706742,1,14,1-5-37,both,0.0,0.0
706743,1,15,1-5-38,by,249.0,0.04880439043512348
706744,1,16,1-5-39,my,0.0,0.0
706745,1,17,1-5-40,friend,180.0,0.03528028224225794
706746,1,18,1-5-42,and,0.0,0.0
706747,1,19,1-5-43,the,0.0,0.0
706748,1,20,1-5-44,family,425.0,0.08330066640533124
706749,1,21,1-5-45,themselves,0.0,0.0
706750,1,22,1-5-46,to,0.0,0.0
706751,1,23,1-5-47,write,429.0,0.08408467267738141
706752,1,24,1-5-48,an,0.0,0.0
706753,1,25,1-5-49,account,149.0,0.02920423363386907
706754,1,26,1-5-50,of,0.0,0.0
706755,1,27,1-5-51,the,0.0,0.0
706756,1,28,1-5-52,whole,0.0,0.0
706757,1,29,1-5-53,story,925.0,0.18130145041160328
706758,2,0,1-5-54,this,0.0,0.0
706759,2,1,1-5-55,we,209.0,0.07267037552155772
706760,2,2,1-5-56,trust,393.0,0.1366481223922114
706761,2,3,1-5-57,will,117.0,0.04068150208623088
706762,2,4,1-5-59,silence,397.0,0.13803894297635605
706763,2,5,1-5-60,the,0.0,0.0
706764,2,6,1-5-61,sensational,631.0,0.2194019471488178
706765,2,7,1-5-62,rumours,728.0,0.25312934631432543
706766,2,8,1-5-63,which,0.0,0.0
706767,2,9,1-5-64,still,0.0,0.0
706768,2,10,1-5-65,persist,401.0,0.13942976356050069
706769,3,0,1-5-66,i,0.0,0.0
706770,3,1,1-5-67,will,0.0,0.0
706771,3,2,1-5-68,therefore,445.0,0.20951035781544255
706772,3,3,1-5-69,briefly,304.0,0.1431261770244821
706773,3,4,1-5-70,set,0.0,0.0
706774,3,5,1-5-71,down,166.0,0.07815442561205273
706775,3,6,1-5-72,the,0.0,0.0
706776,3,7,1-5-73,circumstances,255.0,0.12005649717514125
706777,3,8,1-5-74,which,0.0,0.0
706778,3,9,1-5-75,led,274.0,0.12900188323917136
706779,3,10,1-5-76,to,0.0,0.0
706780,3,11,1-5-77,my,0.0,0.0
706781,3,12,1-5-78,being,0.0,0.0
706782,3,13,1-5-79,connected,243.0,0.11440677966101695
706783,3,14,1-5-80,with,91.0,0.0428436911487759
706784,3,15,1-5-81,the,0.0,0.0
706785,3,16,1-5-82,affair,346.0,0.16290018832391714
706786,4,0,1-6-1,i,0.0,0.0
706787,4,1,1-6-2,had,287.0,0.050688802543270926
706788,4,2,1-6-3,been,179.0,0.03161427057576828
706789,4,3,1-6-4,invalided,198.0,0.03496997527375486
706790,4,4,1-6-5,home,434.0,0.07665135994348286
706791,4,5,1-6-6,from,161.0,0.028435181914517837
706792,4,6,1-6-7,the,0.0,0.0
706793,4,7,1-6-8,front,352.0,0.062168844931119745
706794,4,8,1-6-9,and,0.0,0.0
706795,4,9,1-6-10,after,188.0,0.0332038149063935
706796,4,10,1-6-11,spending,446.0,0.0787707523843165
706797,4,11,1-6-12,some,0.0,0.0
706798,4,12,1-6-13,months,286.0,0.050512186506534794
706799,4,13,1-6-14,in,118.0,0.020840692334864006
706800,4,14,1-6-15,a,0.0,0.0
706801,4,15,1-6-16,rather,385.0,0.06799717414341222
706802,4,16,1-6-17,depressing,378.0,0.06676086188625928
706803,4,17,1-6-18,convalescent,538.0,0.09501942776404097
706804,4,18,1-6-19,home,0.0,0.0
706805,4,19,1-6-20,was,404.0,0.07135287884139879
706806,4,20,1-6-21,given,0.0,0.0
706807,4,21,1-6-22,a,459.0,0.08106676086188626
706808,4,22,1-6-23,months,411.0,0.07258919109855175
706809,4,23,1-6-24,sick,167.0,0.029494878134934652
706810,4,24,1-6-25,leave,271.0,0.04786294595549276
706811,5,0,1-6-26,having,950.0,0.18482490272373542
706812,5,1,1-6-27,no,0.0,0.0
706813,5,2,1-6-28,near,623.0,0.12120622568093385
706814,5,3,1-6-29,relations,525.0,0.10214007782101167
706815,5,4,1-6-30,or,0.0,0.0
706816,5,5,1-6-31,friends,289.0,0.05622568093385214
706817,5,6,1-6-32,i,0.0,0.0
706818,5,7,1-6-33,was,176.0,0.034241245136186774
706819,5,8,1-6-34,trying,0.0,0.0
706820,5,9,1-6-35,to,237.0,0.046108949416342415
706821,5,10,1-6-36,make,208.0,0.04046692607003891
706822,5,11,1-6-37,up,0.0,0.0
706823,5,12,1-6-38,my,284.0,0.05525291828793774
706824,5,13,1-6-39,mind,0.0,0.0
706825,5,14,1-6-40,what,0.0,0.0
706826,5,15,1-6-41,to,435.0,0.08463035019455253
706827,5,16,1-6-42,do,0.0,0.0
706828,5,17,1-6-43,when,0.0,0.0
706829,5,18,1-6-44,i,0.0,0.0
706830,5,19,1-6-45,ran,649.0,0.1262645914396887
706831,5,20,1-6-46,across,214.0,0.041634241245136185
706832,5,21,1-6-47,john,152.0,0.029571984435797664
706833,5,22,1-6-48,cavendish,398.0,0.077431906614786
706834,6,0,1-6-49,i,0.0,0.0
706835,6,1,1-6-50,had,0.0,0.0
706836,6,2,1-6-51,seen,332.0,0.27483443708609273
706837,6,3,1-6-52,very,0.0,0.0
706838,6,4,1-6-53,little,191.0,0.15811258278145696
706839,6,5,1-6-54,of,0.0,0.0
706840,6,6,1-6-55,him,291.0,0.24089403973509935
706841,6,7,1-6-56,for,0.0,0.0
706842,6,8,1-6-57,some,219.0,0.18129139072847683
706843,6,9,1-6-58,years,175.0,0.14486754966887416
706844,7,0,1-6-59,indeed,252.0,0.2603305785123967
706845,7,1,1-6-60,i,0.0,0.0
706846,7,2,1-6-61,had,0.0,0.0
706847,7,3,1-6-62,never,284.0,0.29338842975206614
706848,7,4,1-6-63,known,0.0,0.0
706849,7,5,1-6-64,him,206.0,0.2128099173553719
706850,7,6,1-6-65,particularly,226.0,0.2334710743801653
706851,7,7,1-6-66,well,0.0,0.0
706852,8,0,1-6-67,he,0.0,0.0
706853,8,1,1-6-68,was,0.0,0.0
706854,8,2,1-6-69,a,173.0,0.07692307692307693
706855,8,3,1-6-70,good,0.0,0.0
706856,8,4,1-6-71,fifteen,509.0,0.22632281013783903
706857,8,5,1-6-72,years,0.0,0.0
706858,8,6,1-6-73,my,285.0,0.1267229879946643
706859,8,7,1-6-74,senior,320.0,0.14228546020453534
706860,8,8,1-6-75,for,0.0,0.0
706861,8,9,1-6-76,one,0.0,0.0
706862,8,10,1-6-77,thing,282.0,0.12538906180524678
706863,8,11,1-6-78,though,0.0,0.0
706864,8,12,1-6-79,he,0.0,0.0
706865,8,13,1-6-80,hardly,246.0,0.10938194753223655
706866,8,14,1-6-81,looked,0.0,0.0
706867,8,15,1-6-82,his,434.0,0.19297465540240108
706868,8,16,1-6-84,years,0.0,0.0
706869,9,0,1-7-1,as,247.0,0.10847606499780413
706870,9,1,1-7-2,a,0.0,0.0
706871,9,2,1-7-3,boy,199.0,0.08739569609134827
706872,9,3,1-7-4,though,228.0,0.10013175230566534
706873,9,4,1-7-5,i,0.0,0.0
706874,9,5,1-7-6,had,0.0,0.0
706875,9,6,1-7-7,often,421.0,0.18489240228370662
706876,9,7,1-7-8,stayed,0.0,0.0
706877,9,8,1-7-9,at,0.0,0.0
706878,9,9,1-7-10,styles,469.0,0.2059727711901625
706879,9,10,1-7-11,his,0.0,0.0
706880,9,11,1-7-12,mothers,503.0,0.22090469916556874
706881,9,12,1-7-13,place,210.0,0.0922266139657444
706882,9,13,1-7-14,in,0.0,0.0
706883,10,0,1-7-16,we,453.0,0.10681443055883047
706884,10,1,1-7-17,had,281.0,0.0662579580287668
706885,10,2,1-7-18,a,456.0,0.10752181089365716
706886,10,3,1-7-19,good,179.0,0.04220702664465928
706887,10,4,1-7-20,yarn,303.0,0.07144541381749588
706888,10,5,1-7-21,about,0.0,0.0
706889,10,6,1-7-22,old,345.0,0.08134873850506956
706890,10,7,1-7-23,times,162.0,0.03819853808064136
706891,10,8,1-7-24,and,172.0,0.04055647253006366
706892,10,9,1-7-25,it,0.0,0.0
706893,10,10,1-7-26,ended,491.0,0.11577458146663523
706894,10,11,1-7-27,in,0.0,0.0
706895,10,12,1-7-28,his,0.0,0.0
706896,10,13,1-7-29,inviting,287.0,0.06767271869842019
706897,10,14,1-7-30,me,0.0,0.0
706898,10,15,1-7-31,down,274.0,0.06460740391417119
706899,10,16,1-7-32,to,0.0,0.0
706900,10,17,1-7-33,styles,224.0,0.05281773166705966
706901,10,18,1-7-34,to,0.0,0.0
706902,10,19,1-7-35,spend,187.0,0.04409337420419712
706903,10,20,1-7-36,my,0.0,0.0
706904,10,21,1-7-37,leave,234.0,0.05517566611648196
706905,10,22,1-7-38,there,193.0,0.045508134873850505
706906,11,0,1-7-39,the,0.0,0.0
706907,11,1,1-7-40,mater,585.0,0.3188010899182561
706908,11,2,1-7-41,will,0.0,0.0
706909,11,3,1-7-42,be,0.0,0.0
706910,11,4,1-7-43,delighted,530.0,0.2888283378746594
706911,11,5,1-7-44,to,0.0,0.0
706912,11,6,1-7-45,see,0.0,0.0
706913,11,7,1-7-46,you,299.0,0.16294277929155312
706914,11,8,1-7-48,all,0.0,0.0
706915,11,9,1-7-49,those,195.0,0.10626702997275204
706916,11,10,1-7-50,years,226.0,0.12316076294277929
706917,11,11,1-7-51,he,0.0,0.0
706918,11,12,1-7-52,added,0.0,0.0
706919,12,0,1-7-53,your,233.0,0.21278538812785389
706920,12,1,1-7-54,mother,0.0,0.0
706921,12,2,1-7-55,keeps,197.0,0.17990867579908676
706922,12,3,1-7-56,well,286.0,0.26118721461187216
706923,12,4,1-7-57,i,0.0,0.0
706924,12,5,1-7-58,asked,379.0,0.3461187214611872
706925,13,0,1-7-59,oh,0.0,0.0
706926,13,1,1-7-60,yes,292.0,1.0
706927,14,0,1-7-61,i,0.0,0.0
706928,14,1,1-7-62,suppose,230.0,0.24468085106382978
706929,14,2,1-7-63,you,0.0,0.0
706930,14,3,1-7-64,know,202.0,0.2148936170212766
706931,14,4,1-7-65,that,0.0,0.0
706932,14,5,1-7-66,she,0.0,0.0
706933,14,6,1-7-67,has,0.0,0.0
706934,14,7,1-7-68,married,319.0,0.3393617021276596
706935,14,8,1-7-69,again,189.0,0.20106382978723406
