,sentence_id,word_id,word_id_orig,word,TRT,relFix
54362,0,0,1-5-1,the,189.0,0.05099838100377766
54363,0,1,1-5-2,intense,118.0,0.03184025903939557
54364,0,2,1-5-3,interest,478.0,0.12898003237992445
54365,0,3,1-5-4,aroused,241.0,0.0650296815974096
54366,0,4,1-5-5,in,0.0,0.0
54367,0,5,1-5-6,the,301.0,0.08121964382083108
54368,0,6,1-5-7,public,0.0,0.0
54369,0,7,1-5-8,by,382.0,0.10307609282245007
54370,0,8,1-5-9,what,0.0,0.0
54371,0,9,1-5-10,was,220.0,0.05936319481921209
54372,0,10,1-5-11,known,0.0,0.0
54373,0,11,1-5-12,at,0.0,0.0
54374,0,12,1-5-13,the,128.0,0.03453858607663249
54375,0,13,1-5-14,time,270.0,0.07285483000539665
54376,0,14,1-5-15,as,0.0,0.0
54377,0,15,1-5-16,the,125.0,0.03372908796546142
54378,0,16,1-5-17,styles,155.0,0.041824069077172156
54379,0,17,1-5-18,case,0.0,0.0
54380,0,18,1-5-19,has,211.0,0.05693470048569887
54381,0,19,1-5-20,now,433.0,0.11683756071235833
54382,0,20,1-5-21,somewhat,210.0,0.05666486778197517
54383,0,21,1-5-22,subsided,245.0,0.06610901241230437
54384,1,0,1-5-23,nevertheless,361.0,0.07716973065412569
54385,1,1,1-5-24,in,0.0,0.0
54386,1,2,1-5-25,view,284.0,0.06070970500213767
54387,1,3,1-5-26,of,0.0,0.0
54388,1,4,1-5-27,the,0.0,0.0
54389,1,5,1-5-28,worldwide,423.0,0.09042325780247969
54390,1,6,1-5-29,notoriety,196.0,0.04189824711415135
54391,1,7,1-5-30,which,576.0,0.12312954253954682
54392,1,8,1-5-31,attended,259.0,0.05536554082941428
54393,1,9,1-5-32,it,0.0,0.0
54394,1,10,1-5-33,i,158.0,0.0337751175716118
54395,1,11,1-5-34,have,0.0,0.0
54396,1,12,1-5-35,been,301.0,0.06434373663958957
54397,1,13,1-5-36,asked,0.0,0.0
54398,1,14,1-5-37,both,359.0,0.07674219752030782
54399,1,15,1-5-38,by,362.0,0.07738349722103463
54400,1,16,1-5-39,my,153.0,0.032706284737067125
54401,1,17,1-5-40,friend,0.0,0.0
54402,1,18,1-5-42,and,0.0,0.0
54403,1,19,1-5-43,the,142.0,0.030354852501068834
54404,1,20,1-5-44,family,278.0,0.05942710560068405
54405,1,21,1-5-45,themselves,0.0,0.0
54406,1,22,1-5-46,to,126.0,0.026934587430525864
54407,1,23,1-5-47,write,0.0,0.0
54408,1,24,1-5-48,an,326.0,0.06968790081231295
54409,1,25,1-5-49,account,125.0,0.02672082086361693
54410,1,26,1-5-50,of,0.0,0.0
54411,1,27,1-5-51,the,0.0,0.0
54412,1,28,1-5-52,whole,249.0,0.05322787516032493
54413,1,29,1-5-53,story,0.0,0.0
