,sentence_id,word_id,word_id_orig,word,TRT,relFix
652344,0,0,1-5-1,the,209.0,0.07633308984660336
652345,0,1,1-5-2,intense,199.0,0.07268078889700512
652346,0,2,1-5-3,interest,307.0,0.11212563915266618
652347,0,3,1-5-4,aroused,200.0,0.07304601899196493
652348,0,4,1-5-5,in,88.0,0.03214024835646457
652349,0,5,1-5-6,the,0.0,0.0
652350,0,6,1-5-7,public,258.0,0.09422936449963477
652351,0,7,1-5-8,by,182.0,0.0664718772826881
652352,0,8,1-5-9,what,0.0,0.0
652353,0,9,1-5-10,was,239.0,0.0872899926953981
652354,0,10,1-5-11,known,0.0,0.0
652355,0,11,1-5-12,at,0.0,0.0
652356,0,12,1-5-13,the,259.0,0.0945945945945946
652357,0,13,1-5-14,time,0.0,0.0
652358,0,14,1-5-15,as,0.0,0.0
652359,0,15,1-5-16,the,154.0,0.056245434623813005
652360,0,16,1-5-17,styles,223.0,0.08144631117604091
652361,0,17,1-5-18,case,0.0,0.0
652362,0,18,1-5-19,has,218.0,0.07962016070124178
652363,0,19,1-5-20,now,0.0,0.0
652364,0,20,1-5-21,somewhat,202.0,0.07377647918188458
652365,0,21,1-5-22,subsided,0.0,0.0
652366,1,0,1-5-23,nevertheless,536.0,0.12361623616236163
652367,1,1,1-5-24,in,0.0,0.0
652368,1,2,1-5-25,view,205.0,0.04727859778597786
652369,1,3,1-5-26,of,259.0,0.05973247232472325
652370,1,4,1-5-27,the,0.0,0.0
652371,1,5,1-5-28,worldwide,380.0,0.08763837638376384
652372,1,6,1-5-29,notoriety,310.0,0.07149446494464945
652373,1,7,1-5-30,which,0.0,0.0
652374,1,8,1-5-31,attended,347.0,0.08002767527675277
652375,1,9,1-5-32,it,0.0,0.0
652376,1,10,1-5-33,i,151.0,0.03482472324723247
652377,1,11,1-5-34,have,0.0,0.0
652378,1,12,1-5-35,been,231.0,0.05327490774907749
652379,1,13,1-5-36,asked,0.0,0.0
652380,1,14,1-5-37,both,330.0,0.0761070110701107
652381,1,15,1-5-38,by,0.0,0.0
652382,1,16,1-5-39,my,0.0,0.0
652383,1,17,1-5-40,friend,219.0,0.05050738007380074
652384,1,18,1-5-42,and,212.0,0.048892988929889296
652385,1,19,1-5-43,the,0.0,0.0
652386,1,20,1-5-44,family,329.0,0.07587638376383764
652387,1,21,1-5-45,themselves,0.0,0.0
652388,1,22,1-5-46,to,0.0,0.0
652389,1,23,1-5-47,write,94.0,0.021678966789667898
652390,1,24,1-5-48,an,312.0,0.07195571955719557
652391,1,25,1-5-49,account,0.0,0.0
